"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
0.0230447000909407,0.00487297451350336,0.0195979815570811,0.00070567830498897,0.00811106675135248,0.00172391607844317,0.00132804771140862,0.000417298469683374,2.63492721230469e-05,0.238635315336429,0.00824313695453751,0.00115905641772948,0.00107359439243828,0.0088657400242159,0.00389786625135786,9.83596257105654e-05,0.00167539157881728,0.00184112377316174,0.001000200885331,0.000297400365153334,0.000206636150344514,0.00440151955721243,0.00285763929960991,0.000233187806179824,0.00027982029027493,0.000123375064540588,0.00258735210226809,0.0296062901147106,0.00414443187327705,0.00531111261203829,0.0121149830903303,0.00734130686174109,0.000327575062943493,0.00012037985243786,0.0142990377303229,0.00284049773634925,0.00512374608188373,0.00753713983858771,0.00407577918385515,0.00236020849908037,0.00199533185166257,0.000767374082922868,0.195855330848699,0.000601205123578668,0.00309692406225767,0.318347607765095,0.00396330570882558,0.0224020345694471,0.0195399100886025,0.000923758736515107
0.018094913837541,0.0149329836284848,0.0124200261840729,0.000336107448066517,0.0280846548139681,0.00216574908229368,0.00199890818771245,0.000136734786147447,0.000188260049353796,0.035410053941609,0.0229137363239217,0.00127769587104157,0.0027850913463069,0.00470011004172073,0.00180618074499489,0.000261226801164455,0.00175139839513801,0.00205989047211177,0.00210998671136007,0.00174721096586142,0.0021897393137324,0.0121736854002508,0.000199929549145321,0.000387056797685097,0.00139605409593152,0.00058373046256139,0.00956378790393561,0.0278331234505524,0.00552729474883561,0.0151499020676869,0.00565336484986948,0.021800930986422,0.00094633462010776,0.000654447156989185,0.00332653332294504,0.0111624496807492,0.000791520599689812,0.00364438029971005,0.00487148756528313,0.00402551435426867,0.00430905411954346,0.0021756571859116,0.235424439788353,0.0132226109049999,0.00390974790793655,0.406437120498669,0.0149916625572206,0.00497218674955652,0.0244238417025538,0.00307149172603273
0.00169922073093387,0.0192563161606566,0.00866103428781379,0.000820447314019998,0.0233726936432295,0.00222473868606257,0.0240788553560707,0.000425845680060509,0.0745584870733158,0.00442021116483249,0.00400602832947535,0.000951621805854464,0.00283299943358569,0.00855534937275362,0.0120639558349159,0.494574921450542,0.00483962929120994,0.0022928656186261,0.00743908319100442,0.000752913547119131,0.00650389829825202,0.00334853091306616,0.00188633011717674,0.0186079013430583,0.00296457013856841,0.00721624192773268,0.0768507092501888,0.00127357522498751,0.0066009170420674,0.00847901330951072,0.00330707608098852,0.00739630651451361,0.00358464355456584,0.00152183094755063,0.00325077401634785,0.0156911323315839,0.00125885536229115,0.0136270461044409,0.00763386069672915,0.0284009878087348,0.0073906187128893,0.0214207246381553,0.00146241862452754,0.000492446664377453,0.00129374661128565,0.00030331055012278,0.0282134129426018,0.0115862326860174,0.00230111855307318,0.00830455106251253
0.00787164063299269,0.115265757637959,0.0276850667334243,0.00128598608366695,0.0363076134398404,0.00212527478544493,0.0598225439920502,0.000738697304684621,0.023341554716517,0.0157915322898536,0.00484935987498604,0.00160258279963201,0.00449419907022155,0.0202403421150449,0.0168556909562493,0.187929748758706,0.0150147870742861,0.0216783189061739,0.00498387812347209,0.00552705643558027,0.00441670002402722,0.00821701072296273,0.000655863335433121,0.00260429580386005,0.00280575156277833,0.00350846384467631,0.0313824192637828,0.00348158541357124,0.0167678547911812,0.0174371011119239,0.00745477561049179,0.0174849209092364,0.0177545723456612,0.00247803328314688,0.00196365542604149,0.0180544947381878,0.00549618233746479,0.00466514101749668,0.0189141147529409,0.0162233100078536,0.00295075063175402,0.00968169113976301,0.0198946003004478,0.000492239356841808,0.0115847058998477,0.00946283608185646,0.14746982807216,0.0114533419066557,0.00533896495673086,0.00649316362043797
0.00352094674489413,0.00229245940691148,0.00246564460849088,0.0188085276589547,0.0132849133938019,0.00123378559395933,0.00118048859041345,0.00643309796680221,0.00112882350750368,0.00626055710460024,0.000910907110364104,0.00782792954911821,0.000633415244106393,0.0171322983202209,0.00547300421513653,0.00272086465557343,0.000378046736120822,0.257834853752145,0.0443398023711997,0.00421027807332861,0.0246329242140516,0.000624271377966854,0.00199948718758529,0.00116771179610072,0.0123505036445292,0.00134161363901626,0.0128993816836394,0.00253133828789227,0.00974601038908804,0.00517520514811112,0.00892167966744122,0.00772320534459267,0.0206411450374661,0.0662103947058978,0.00104943331643265,0.101385297035368,0.00141053349092125,0.000260973495230363,0.00560775429870487,6.0557825553052e-05,0.00155251282277714,0.00265114073990173,0.0267446115958361,0.221695304868125,0.0294791777636953,0.0160932131610766,0.00043878925090657,0.004892102223898,0.00109187515365084,0.0115512062308976
0.00224921226993653,0.00554451153315806,0.00299880480767507,0.00111621503165679,0.0153716045022124,0.00327826231840101,0.0196543828449716,0.0026077114508364,0.00716193687395152,0.00339716109517946,0.00617136395060747,0.000865319773223791,0.00160818974775524,0.0105480889218889,0.0304199223397541,0.0100246110811234,0.00388132807944087,0.0108721567976025,0.0507213024595242,0.00205617951149525,0.0783619969356965,0.00209096807801294,0.000591601319688545,0.0199404654709359,0.00265433026472075,0.0205389790298,0.0467031073477885,0.00345508699873541,0.0243312040279127,0.00952830827332988,0.0196545881802169,0.0272227344518954,0.00632983846804715,0.00232371512128394,0.0025706631522322,0.0219458457572947,0.0018003190513764,0.0182725563271698,0.024160390558951,0.115023405724868,0.00434228050820676,0.0273754264659337,0.0390248707760563,0.000407464979113071,0.0229605832810801,0.00498420266843082,0.209025668622267,0.0280737383870204,0.00505163471797591,0.0207057596635644
0.00417678512589667,0.0013366733944537,0.00333013456509456,0.00392156394953243,0.0118953553456403,0.548419846184352,0.000788286348356298,0.000542206628531782,0.001257236121775,0.0168935505907093,0.00222558315725741,0.000651028513581195,0.000674736586902446,0.122264715119099,0.0090009892478098,0.00113945655295267,0.00086928898369752,0.0901943898568534,0.0316422631245139,0.000223057285189694,0.00133771844097899,0.000795960752601699,0.000286572749781317,0.000571476671282637,0.0042483158144732,0.0010585357860007,0.0147249702791617,0.000860870651967003,0.0161064132882651,0.0035541069503359,0.00387411283969678,0.00479748743070666,0.00129798755049993,0.00461815681710916,0.00271082971706613,0.0296283513189123,0.00056201729827206,0.000394534405651879,0.00588687939608991,0.000473100158805911,0.0033775988078421,0.00510956023505483,0.0298747243166039,0.000650190132229143,0.00299074026720846,0.00185162689867501,0.00121539463820708,0.00293491746631541,0.00131556106404323,0.00144414117396165
0.005417132008934,0.0114036600279883,0.00252954264352858,0.00568365549489886,0.0497546622898411,0.0069053101578928,0.0210183907288689,0.000176595517386679,0.00795999140442495,0.00251103680827353,0.0686062759447879,0.000855779442978813,0.00976594064519086,0.0124764611104338,0.0152342996429665,0.00580841531964309,0.00640581004342311,0.000623723965518577,0.00387586960511781,0.00705376319870972,0.00059229051741411,0.0169195728130338,0.001050681078017,0.0118759889684206,0.0256791016749196,0.00473209521959513,0.024270261093886,0.00127772244329168,0.0248697948479376,0.0131670840682427,0.00711304473638878,0.0101903507674438,0.0116267797666028,0.000759776110595796,0.00013187944836271,0.00222944823276193,0.00256191285502949,0.0341293150223793,0.0365600407035707,0.263184621124968,0.00527430134808189,0.0137346424317513,0.00334638555865974,0.00081547901375054,0.00196990525119373,0.00244343967506957,0.192876264064265,0.0296052782546758,0.00980412152476287,0.00314210538412038
0.000810420956457209,0.00140926095312955,0.0245187746349368,0.000167131488857123,0.0011630281856009,5.54790324182436e-05,0.000142398394432984,0.000318542955886257,0.000959532871308895,0.228585777608969,0.000225724821810171,0.000270335301996456,8.11014320614749e-05,0.00127887308851938,0.000724961633598791,0.00125694027616693,0.00023086914797692,0.000749122172420608,0.0115445561274939,8.89262291681728e-05,0.00119919597472084,0.000197221544599784,4.30936799866005e-05,0.000172870391624161,0.00024604052243206,0.000120221909223134,0.00322979713830466,0.00105228392679637,0.000744835025158455,0.00122766975087495,0.000605493268599893,0.00315293722569308,0.00085676539576614,0.000455224184077158,0.666304185371194,0.00192147917767458,7.13355652192272e-05,0.000471360538351003,0.000566080422213712,0.00156536010675748,0.000229787137374534,0.00027997337757425,0.0333334796285674,0.000335466273996965,0.00144137995424226,0.00319804860707486,0.000724609778263528,0.000468301240338781,0.000531977456989038,0.000671768113102189
0.00132771511797695,0.0257400113950415,0.0441462132205404,0.000157417428092938,0.00236692462771441,6.19335503642764e-05,0.000358792997118742,0.000145854401725485,0.000597103634549392,0.298290873985002,0.000439579164948696,0.000355747943078889,0.000246461318218647,0.00138172878911211,0.00104445526385653,0.00123739475251407,0.000324498104490064,0.000836228073187148,0.00994457806506141,7.66390539915108e-05,0.00229637584216821,0.000647758906026239,3.91597251492464e-05,0.000102996239170901,0.000294864227830245,0.000136675287307911,0.00491037692503797,0.000775629953303107,0.000679937402352422,0.0118174453692036,0.000747716011694183,0.0028182290486547,0.000499487212330369,0.000255647925254825,0.561278565489467,0.0026468677740153,0.000159895200343143,0.000384323711325193,0.000861327421876508,0.000935577799166561,0.00028133560102428,0.000394573362687816,0.0107552272862014,0.000307620432534942,0.00207012560268183,0.00111498771269864,0.00121234132730245,0.000667703841166619,0.00124507781626126,0.000581998659178338
