"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55"
0.0165839948531886,0.00166103753832256,0.00063804830854659,0.00186723172477815,0.221657871874075,0.0734516191823382,0.00168938603297142,0.00272862304840583,0.0127257737137404,0.000350481567888326,0.00751899836506222,0.00220140276147065,0.00407181596385978,0.00688863039581208,0.0246438311713261,0.000849032201280967,0.00498197037574011,0.00951649628617313,1.78623247397781e-05,0.00172954550569864,0.000201246245769255,0.00118320820565476,0.00109679426196236,0.000555201903774602,0.000611780804965862,0.000399372388179693,0.00175136560801225,0.00130313046803404,0.00102312935593138,0.00141946242049563,0.000108549209086483,0.000614101798020615,0.000165596548419184,0.00734460598189821,0.00227341527025736,0.00770965775929452,0.0275938709650806,0.000104103117879028,0.00026104400796201,0.00407371633147569,0.0174698933959348,0.00125205286096223,0.000981939240161804,0.000813023137455263,0.00573522218476797,0.00216633894830936,0.003226171729466,0.00347644681204452,0.305030571565186,0.0234592919090027,0.00104158213202306,0.175216518690713,0.00298233860777023,0.000158871419657544,0.00142273151897454
0.0428133575097904,0.0053347149101212,0.00330827364360386,0.00168067826625402,0.0613763644955451,0.0423135803557271,0.000381473711109102,0.00246563042225719,0.0127034305474488,0.000405825565134454,0.0148125464793386,0.000275821044864851,0.00122544574567059,0.0138617271368742,0.00835986346388591,0.00133066948810727,0.00421817027855839,0.0113838831567235,0.000360192901754459,0.00189282101185399,0.00471266069633227,0.00183010448808911,0.00256734321998097,0.00132025558366795,0.00170585934697968,0.00104656929686811,0.00440926907760813,0.00274310210495382,0.00110095109668118,0.0037417474095219,0.000784416772685503,0.000999687271034012,0.0005650917887578,0.0132781492680412,0.00872724919242119,0.0349146275213887,0.0347719546294877,0.00201652487764844,0.000278987464310114,0.00250015109854344,0.0453108674882288,0.00411518373733043,0.000499189455120526,0.000562519291751911,0.0296194828164073,0.00583937683864263,0.00911293343784779,0.0071409122635887,0.293329950418776,0.0088917711321217,0.00327787312029575,0.230708851314477,0.00568173935974205,0.000259068439827182,0.0011311085462182
0.00235246090127166,0.0032931796158061,0.0251213409684137,0.00501618350098459,0.0019750571418988,0.00273025139942018,0.00166469460028181,0.0601659777344428,0.0107742861612721,0.00165332719198647,0.0120932210162226,0.00024485439892559,0.00241885496771976,0.00287207809866883,0.0069300093163691,0.00208115583083551,0.0172974130188796,0.0186828693399827,0.0599569750004839,0.00106116143917026,0.000468593559661022,0.00346911154115735,0.00493159612760052,0.00223636170717335,0.00380171878102928,0.258782817061032,0.0216270319283906,0.000533623750094355,0.000475117058337661,0.0255842705384269,0.00081043467120524,0.255596065369006,0.00778054640944042,0.00551647052873289,0.0259102805866815,0.00521789121982669,0.0123377561500088,0.000866897757039995,0.00123872907963459,0.000401450193752011,0.00417107848819522,0.0021704931457265,0.0202229688754058,0.0032764768251981,0.00817002493311417,0.00513370263608501,0.00396072348459435,0.00195637335579975,0.00321599194598858,0.00356649601476282,0.0289762484030164,0.0160251081319009,0.0157346017448715,0.00654803878624094,0.000899557567833047
0.00630001383069072,0.00247842798654488,0.0590955630355619,0.0137008170344517,0.00990487020484823,0.00499329888447018,0.000527579963865994,0.157785946415437,0.0100965675547362,0.000546794231406997,0.0173854549499293,0.000108138977052776,0.0023249309592764,0.00587003963157904,0.0416124922799533,0.00254181846643752,0.015500319938921,0.049701083610748,0.0254199219619818,0.00225218346246934,0.000442282829719058,0.0252350161660602,0.0103680278379228,0.00150011757270373,0.000617891267640373,0.117340212736971,0.0273875681881888,0.00419155321009362,0.000382875488325876,0.0166851395961492,0.00104636428271196,0.0180080968653292,0.0041050869409683,0.0385138324904851,0.0149121400446865,0.0295063392899328,0.0221831116002956,0.00422463051526645,0.00115230788618098,0.00034917886925874,0.0038574726088017,0.0031633874756791,0.00156458318351073,0.00357864314770858,0.0701354428195597,0.00562060321406741,0.00561378504238048,0.00599044251555138,0.0102455162016997,0.00915198883100575,0.0714693835962855,0.0220104263357691,0.0186160060642431,0.000705386607911725,0.00197889529657349
0.00846283872382387,0.00222728509956593,0.00282585086897409,0.000644357392919481,0.000912128539221846,0.00173508154402914,0.00296212628395024,0.000209814440587591,0.00501654891510781,0.0018362860084357,0.00696246525176783,0.00378984194055057,0.00167969592625931,0.000579811594978316,0.0192113660289792,0.0242233443891691,0.00888321492864701,0.0062958563072601,0.00440355268149566,0.00363730086578672,0.192059020302626,0.00122123642534265,0.0225710530889377,0.0174424268357895,0.00143863852214919,0.0021344531050187,0.0437683823432243,0.000887550530548958,0.00472307752794594,0.000114902473846499,0.0176328870612257,0.000586674245047489,0.000246737118702864,0.00330169019815031,0.0805601775842571,0.00259216267590237,0.021045188178614,0.0156282570648205,0.02693148757696,0.000753446459654563,0.00965909530279488,0.275335410384316,0.000288246386259931,0.00130109879215776,0.00115652465884368,0.00316337993216957,0.000264545544703479,0.00668623933120596,0.00236315804449003,0.0101483961549087,0.0023059993342448,0.0250146501679252,0.0931244320743127,0.00585188650631722,0.0011987203350758
0.00198724918490067,0.0030116860119798,0.00238809222687953,0.0028336140943505,0.00112591301667966,0.00979648464392455,0.00622025598489879,0.0888424789309559,0.0131518180259832,0.00546998815414282,0.0138331125512061,0.00226903191283933,0.00381339188536615,0.00470962651079808,0.0117127140538703,0.011851480492558,0.0239854920173336,0.0122721931012021,0.00625649934944004,0.00160338693985098,0.00160358568142829,0.00236365859268142,0.0246814696101192,0.00315048930308781,0.013688341489184,0.00305095520079733,0.0093398229871273,0.00339205904753968,0.012862795279333,0.0532253038967357,0.00149662300190707,0.00280877260267016,0.0591739000046176,0.00242547535204978,0.100704811896875,0.0055735348721967,0.0145055400485462,0.00373547976623379,0.00104125778166997,0.00128420475865225,0.0337872236721547,0.00398200543728301,0.00641606248282433,0.00159595281223251,0.00573646720902186,0.00273528203276502,0.279126104719221,0.0260543169557585,0.00090649323237587,0.0102130039914396,0.0181635058343624,0.018479398647595,0.0321832042839447,0.0114954126762355,0.00188297575017426
0.00472821719409269,0.00138193354358508,0.000506852826204392,0.000390314420934511,0.00146632946501568,0.00131212363461311,0.000138040890079254,0.000467036322637293,0.00583522717231938,0.000653077388927552,0.00483239371294965,0.000334851068518705,0.0010325813757677,0.000977914025879863,0.0311216120112089,0.0165195879643661,0.0163297559839136,0.00813449947238567,0.00427398768322593,0.00385029262727024,0.00240858835358755,0.0018204598559606,0.0168661820026313,0.00339872331756471,0.000345479498864677,0.00165664271351434,0.00920122903388027,0.000159243107011919,0.00101089580012391,0.000342823066273755,0.00167445893172931,0.000451646196823027,0.000298947550918188,0.00167258916453137,0.00372535408078967,0.00327572678628833,0.0196419893594954,0.0030968035987812,0.0051824157488944,0.00116860558427309,0.00442493827892017,0.065640875320368,0.000225849098901603,0.000613418967475625,0.000728518818832746,0.00800977923348948,0.000362922338494343,0.00667166693878122,0.000740985543256124,0.00474462410589896,0.00109099070017672,0.00499633793401376,0.0822052223477862,0.00126560127018586,0.636592836567587
0.000959212825765483,0.0168267066380825,0.00115549220492795,0.033035506405687,0.00396320272576503,0.0251436795315217,0.00196938044867669,0.093560741769729,0.0336771219057658,0.00128051521542312,0.0349493625268208,0.000345743632244722,0.0033913017097533,0.0250128236583328,0.00957787981935244,0.0032319050535594,0.0207533903353014,0.0348415084721801,0.00703695996643507,0.00376370506491008,0.0057011551452196,0.00465661561916886,0.00649898823755317,0.0233773843571831,0.00644625799191374,0.00259620751174415,0.00690900006195617,0.0007619670468381,0.000109776159086843,0.257973174183298,0.00279758160114555,0.00412159451564171,0.00306456155623883,0.00321611656169485,0.00274091630152216,0.0318042563965303,0.00588837155288578,0.00171493419811246,0.0081809145186591,0.000439993524675404,0.0032508066238483,0.00127529050709359,0.0488399149949645,0.0224766014251958,0.013386903012707,0.0027540062292986,0.0516009764281136,0.0177658281744445,0.00670356368393796,0.00939952017017892,0.0268093804596984,0.0121901072072683,0.0434393231967615,0.000619785475818478,0.00601208545936843
0.00218588421277611,0.000119068286303489,0.000148064662937802,0.00028914233362983,0.450611451820653,0.00314264193872712,0.000151502097108291,0.000316049183926496,0.00103383548101215,0.00153529139995333,0.0538872724881392,0.000145815942147696,5.74725831605176e-05,0.000388101349548291,0.00245904793505772,0.0068888048592455,0.00074937944317207,0.00163124585427349,0.000475856882786001,0.000510495199860597,7.9136195732214e-05,0.00051103978844516,0.00388348105501918,0.000487705076405973,0.000189071594215994,0.000765912068071492,0.00146451859967184,7.00424609791105e-05,0.000213410204759418,0.00143290749144135,0.00110624040776424,0.000520629156222112,6.6062096869396e-05,0.00206946872459664,0.00379105653371807,0.00226175870983838,0.0083871378939339,0.00122699728988594,7.0066037717402e-05,0.417547665520072,0.00610451759316733,0.00033003613853463,0.000236167221168944,0.000238136415045429,0.00017584974495479,0.000880808743463433,0.00201701937611825,0.000692324734289122,0.00230912203718981,0.00355507004965522,0.000200977697507329,0.00715894526078332,0.00277059690142544,0.000334604023483978,0.000125093203434159
0.00131902420133575,0.000140527249969475,0.000997743270879096,0.00055216135778121,0.479670217602307,0.00232512691884934,0.000118395664631988,0.000623103504542108,0.00231892063008127,0.0015542024096496,0.0647656347510015,0.000173980099237203,0.000127174889353197,0.000647010949119063,0.00216266033349058,0.00307475146933195,0.000691426945601934,0.00478862201895652,0.000798286012356431,0.000574190419555211,7.98937293162911e-05,0.000987608361897273,0.0031274365272251,0.00039417806180605,0.000194411342597882,0.00537947633553158,0.00370247266560363,0.000106398020840385,0.000142983629727924,0.00184411134879097,0.000521093702111145,0.00121629864406392,8.66046031808723e-05,0.00480792384733167,0.00198109575049277,0.0274381912379972,0.00640906337681576,0.00157882940657615,6.76767009568643e-05,0.352701497364832,0.00326522298235423,0.000399548213820294,0.000172906820773295,0.000320585314582749,0.000542262611564822,0.00114634618053546,0.00129168648541494,0.000763171366800228,0.00205747951519638,0.0022313642217181,0.000570682030295828,0.00445828141712438,0.00233084747625466,0.000156804393280361,0.000102405614557039
