ID,FID,Status,Score,Match_type,Side,Match_addr,ARC_Street,ARC_Zone,address,latitude,longitude,name,desc_,source,precision
143,142,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
144,143,M,86,A,R,"260 E 161ST ST, 2",260 E 161St St.,2,260 E 161St St.,40.825424,-73.919067,260 E 161St St.,"260 E 161st St, Bronx, NY 10451",Bing Maps,address
145,144,T,86,A,R,"830 5TH AVE, 1",Arsenal 830 Fifth Ave,1,Arsenal 830 Fifth Ave,41.134178,-112.02198,Arsenal 830 Fifth Ave,"Arsenal, UT",Bing Maps,city/town
146,145,U,0,A, , ,75 Park Place New York Ny, ,75 Park Place New York Ny,40.71395,-74.010683,75 Park Place New York Ny,"75 Park Pl, New York, NY 10007",Bing Maps,address
147,146,U,0,A, , ,75 Park Place New York Ny, ,75 Park Place New York Ny,40.71395,-74.010683,75 Park Place New York Ny,"75 Park Pl, New York, NY 10007",Bing Maps,address
148,147,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
149,148,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
150,149,T,86,A,R,"830 5TH AVE, 1",Arsenal 830 Fifth Ave,1,Arsenal 830 Fifth Ave,41.134178,-112.02198,Arsenal 830 Fifth Ave,"Arsenal, UT",Bing Maps,city/town
151,150,T,86,A,R,"830 5TH AVE, 1",Arsenal 830 Fifth Ave,1,Arsenal 830 Fifth Ave,41.134178,-112.02198,Arsenal 830 Fifth Ave,"Arsenal, UT",Bing Maps,city/town
152,151,T,82,A,R,"1790 GRAND CONCOURS, 2",1790 Grand Concourse,2,1790 Grand Concourse,40.846599,-73.908805,1790 Grand Concourse,"1790 Grand Concourse, Bronx, NY 10457",Bing Maps,address
153,152,M,86,A,L,"530 W 135TH ST, 1",530 W 135Th St.,1,530 W 135Th St.,40.819229,-73.953162,530 W 135Th St.,"530 W 135th St, New York, NY 10031",Bing Maps,address
154,153,M,86,A,R,"255 GREENWICH ST, 1",255 Greenwich Street,1,255 Greenwich Street,40.713358,-74.011584,255 Greenwich Street,"255 Greenwich St, New York, NY 10007",Bing Maps,address
155,154,T,86,A,R,"280 BROADWAY, 1",280 Broadway,1,280 Broadway,40.714249,-74.006111,280 Broadway,280 Broadway,Bing Maps,HistoricalSite
156,155,M,86,A,R,"150 WILLIAM ST, 1",150 William Street,1,150 William Street,40.709713,-74.006218,150 William Street,"150 William St, New York, NY 10038",Bing Maps,address
157,156,M,86,A,R,"150 WILLIAM ST, 1",150 William Street,1,150 William Street,40.709713,-74.006218,150 William Street,"150 William St, New York, NY 10038",Bing Maps,address
158,157,M,86,A,L,"100 CHURCH ST, 1",100 Church St.,1,100 Church St.,40.649658,-73.963646,100 Church St.,"Church Avenue, NY",Bing Maps,MetroStation
159,158,M,86,A,L,"100 CHURCH ST, 1",100 Church St.,1,100 Church St.,40.649658,-73.963646,100 Church St.,"Church Avenue, NY",Bing Maps,MetroStation
160,159,M,86,A,R,"255 GREENWICH ST, 1",255 Greenwich Street,1,255 Greenwich Street,40.713358,-74.011584,255 Greenwich Street,"255 Greenwich St, New York, NY 10007",Bing Maps,address
161,160,M,86,A,L,"450 W 33RD ST, 1",450 West 33 St,1,450 West 33 St,40.753048,-73.999435,450 West 33 St,"450 W 33rd St, New York, NY 10001",Bing Maps,address
162,161,M,86,A,L,"450 W 33RD ST, 1",450 West 33 St,1,450 West 33 St,40.753048,-73.999435,450 West 33 St,"450 W 33rd St, New York, NY 10001",Bing Maps,address
163,162,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
164,163,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
165,164,M,86,A,L,"87 UNION ST, 3",87 Union St.,3,87 Union St.,44.101057,-70.228728,87 Union St.,"87 Union St, Auburn, ME 04210",Bing Maps,address
166,165,M,86,A,L,"87 UNION ST, 3",87 Union St.,3,87 Union St.,44.101057,-70.228728,87 Union St.,"87 Union St, Auburn, ME 04210",Bing Maps,address
167,166,M,86,A,L,"100 CHURCH ST, 1",100 Church St.,1,100 Church St.,40.649658,-73.963646,100 Church St.,"Church Avenue, NY",Bing Maps,MetroStation
168,167,M,86,A,L,"100 CHURCH ST, 1",100 Church St.,1,100 Church St.,40.649658,-73.963646,100 Church St.,"Church Avenue, NY",Bing Maps,MetroStation
169,168,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
170,169,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
171,170,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
172,171,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
173,172,T,86,A,R,"280 BROADWAY, 1",280 Broadway,1,280 Broadway,40.714249,-74.006111,280 Broadway,280 Broadway,Bing Maps,HistoricalSite
174,173,T,86,A,R,"280 BROADWAY, 1",280 Broadway,1,280 Broadway,40.714249,-74.006111,280 Broadway,280 Broadway,Bing Maps,HistoricalSite
175,174,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
176,175,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
177,176,M,86,A,L,"15 METROTECH, 3",15 Metrotech,3,15 Metrotech,40.692796,-73.986176,15 Metrotech,"15 Lawrence St, Brooklyn, NY 11201",Bing Maps,address
178,177,M,86,A,L,"15 METROTECH, 3",15 Metrotech,3,15 Metrotech,40.692796,-73.986176,15 Metrotech,"15 Lawrence St, Brooklyn, NY 11201",Bing Maps,address
179,178,T,86,A,R,"280 BROADWAY, 1",280 Broadway,1,280 Broadway,40.714249,-74.006111,280 Broadway,280 Broadway,Bing Maps,HistoricalSite
180,179,T,86,A,R,"280 BROADWAY, 1",280 Broadway,1,280 Broadway,40.714249,-74.006111,280 Broadway,280 Broadway,Bing Maps,HistoricalSite
181,180,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
182,181,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
183,182,T,74,A,L,"3589 JEROME AVE, 2",3701 Jerome Ave,2,3701 Jerome Ave,40.892269,-73.880303,3701 Jerome Ave,"3701 Jerome Ave, Bronx, NY 10467",Bing Maps,address
184,183,T,74,A,L,"3589 JEROME AVE, 2",3701 Jerome Ave,2,3701 Jerome Ave,40.892269,-73.880303,3701 Jerome Ave,"3701 Jerome Ave, Bronx, NY 10467",Bing Maps,address
185,184,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
186,185,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
187,186,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
188,187,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
189,188,T,86,A,R,"280 BROADWAY, 1",280 Broadway,1,280 Broadway,40.714249,-74.006111,280 Broadway,280 Broadway,Bing Maps,HistoricalSite
190,189,T,86,A, ,FLUSHING AVE,356 Flushing Ave,E,356 Flushing Ave,40.69835,-73.960654,356 Flushing Ave,"356 Flushing Ave, Brooklyn, NY 11205",Bing Maps,address
191,190,T,86,A, ,FLUSHING AVE,356 Flushing Ave,E,356 Flushing Ave,40.69835,-73.960654,356 Flushing Ave,"356 Flushing Ave, Brooklyn, NY 11205",Bing Maps,address
192,191,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
193,192,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
194,193,T,86,A,R,"280 BROADWAY, 1",280 Broadway,1,280 Broadway,40.714249,-74.006111,280 Broadway,280 Broadway,Bing Maps,HistoricalSite
195,194,T,86,A,R,"1 CENTRE ST, 1",1 Centre St.,1,1 Centre St.,-27.10001,-48.922909,1 Centre St.,"Centro 1, Brazil",Bing Maps,Neighborhood
196,195,T,86,A,R,"1 CENTRE ST, 1",1 Centre St.,1,1 Centre St.,-27.10001,-48.922909,1 Centre St.,"Centro 1, Brazil",Bing Maps,Neighborhood
197,196,T,86,A,R,"1 CENTRE ST, 1",1 Centre St.,1,1 Centre St.,-27.10001,-48.922909,1 Centre St.,"Centro 1, Brazil",Bing Maps,Neighborhood
198,197,T,86,A,R,"1 CENTRE ST, 1",1 Centre St.,1,1 Centre St.,-27.10001,-48.922909,1 Centre St.,"Centro 1, Brazil",Bing Maps,Neighborhood
199,198,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
200,199,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
201,200,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
202,201,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
203,202,T,86,A,L,"421 E 26TH ST, 1",421 East 26th Street NY NY,1,421 East 26th Street NY NY,40.738601,-73.97657,421 East 26th Street NY NY,"421 E 26th St, New York, NY 10010",Bing Maps,address
204,203,T,86,A,L,"421 E 26TH ST, 1",421 East 26th Street NY NY,1,421 East 26th Street NY NY,40.738601,-73.97657,421 East 26th Street NY NY,"421 E 26th St, New York, NY 10010",Bing Maps,address
205,204,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
206,205,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
207,206,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
208,207,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
209,208,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
210,209,T,86,A,L,"180 WATER ST, 1",180 Water Street,1,180 Water Street,40.706982,-74.005585,180 Water Street,"180 Water St, New York, NY 10038",Bing Maps,address
211,210,T,86,A,L,"180 WATER ST, 1",180 Water Street,1,180 Water Street,40.706982,-74.005585,180 Water Street,"180 Water St, New York, NY 10038",Bing Maps,address
212,211,T,86,A,L,"180 WATER ST, 1",180 Water Street,1,180 Water Street,40.706982,-74.005585,180 Water Street,"180 Water St, New York, NY 10038",Bing Maps,address
213,212,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
214,213,M,86,A,R,"9 METROTECH CTR, 3",9 Metrotech Center,3,9 Metrotech Center,40.694359,-73.985969,9 Metrotech Center,MetroTech Center,Bing Maps,LandmarkBuilding
215,214,M,86,A,R,"9 METROTECH CTR, 3",9 Metrotech Center,3,9 Metrotech Center,40.694359,-73.985969,9 Metrotech Center,MetroTech Center,Bing Maps,LandmarkBuilding
216,215,U,0,A, , ,P.O. Box 66, ,P.O. Box 66,0,0,P.O. Box 66,-,Bing Maps, 
217,216,T,86,A,L,"180 WATER ST, 1",180 Water Street,1,180 Water Street,40.706982,-74.005585,180 Water Street,"180 Water St, New York, NY 10038",Bing Maps,address
218,217,T,86,A,R,"66 JOHN ST, 1",66 John Street,1,66 John Street,40.708641,-74.008003,66 John Street,"66 John St, New York, NY 10038",Bing Maps,address
219,218,T,86,A,R,"66 JOHN ST, 1",66 John Street,1,66 John Street,40.708641,-74.008003,66 John Street,"66 John St, New York, NY 10038",Bing Maps,address
220,219,T,86,A,R,"470 VANDERBILT AVE, 3",470 Vanderbilt Ave,3,470 Vanderbilt Ave,40.683077,-73.967854,470 Vanderbilt Ave,"470 Vanderbilt Ave, Brooklyn, NY 11238",Bing Maps,address
221,220,M,86,A,R,"3050 W 21ST ST, 3",3050 West 21 St,3,3050 West 21 St,40.573433,-73.987785,3050 West 21 St,"3050 W 21st St, Brooklyn, NY 11224",Bing Maps,address
222,221,U,0,A, , ,P.O. Box 66, ,P.O. Box 66,0,0,P.O. Box 66,-,Bing Maps, 
223,222,M,86,A,R,"9 METROTECH CTR, 3",9 Metrotech Center,3,9 Metrotech Center,40.694359,-73.985969,9 Metrotech Center,MetroTech Center,Bing Maps,LandmarkBuilding
224,223,M,86,A,R,"9 METROTECH CTR, 3",9 Metrotech Center,3,9 Metrotech Center,40.694359,-73.985969,9 Metrotech Center,MetroTech Center,Bing Maps,LandmarkBuilding
225,224,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
226,225,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
227,226,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
228,227,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
229,228,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
230,229,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
231,230,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
232,231,M,63,A,R,"5 6 HORACE HARDING EXPRE, 4",96-05 Horace Harding Expway,4,96-05 Horace Harding Expway,40.734752,-73.863127,96-05 Horace Harding Expway,"96-05 Horace Harding Expy N, Corona, NY 11368",Bing Maps,address
233,232,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
234,233,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
235,234,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
236,235,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
237,236,T,86,A,L,"180 WATER ST, 1",180 Water Street,1,180 Water Street,40.706982,-74.005585,180 Water Street,"180 Water St, New York, NY 10038",Bing Maps,address
238,237,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
239,238,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
240,239,T,86,A,L,"421 E 26TH ST, 1",421 East 26th Street NY NY,1,421 East 26th Street NY NY,40.738601,-73.97657,421 East 26th Street NY NY,"421 E 26th St, New York, NY 10010",Bing Maps,address
241,240,T,86,A,L,"421 E 26TH ST, 1",421 East 26th Street NY NY,1,421 East 26th Street NY NY,40.738601,-73.97657,421 East 26th Street NY NY,"421 E 26th St, New York, NY 10010",Bing Maps,address
242,241,T,75,A,L,"16 11 DOUGLASTON PKWY, 4",65-10 Douglaston Pkwy.,4,65-10 Douglaston Pkwy.,40.75368,-73.741801,65-10 Douglaston Pkwy.,"65-10 Douglaston Pkwy, Little Neck, NY 11362",Bing Maps,address
243,242,T,75,A,L,"16 11 DOUGLASTON PKWY, 4",65-10 Douglaston Pkwy.,4,65-10 Douglaston Pkwy.,40.75368,-73.741801,65-10 Douglaston Pkwy.,"65-10 Douglaston Pkwy, Little Neck, NY 11362",Bing Maps,address
244,243,T,86,A,L,"180 WATER ST, 1",180 Water Street,1,180 Water Street,40.706982,-74.005585,180 Water Street,"180 Water St, New York, NY 10038",Bing Maps,address
245,244,T,86,A,L,"180 WATER ST, 1",180 Water Street,1,180 Water Street,40.706982,-74.005585,180 Water Street,"180 Water St, New York, NY 10038",Bing Maps,address
246,245,T,86,A,L,"180 WATER ST, 1",180 Water Street,1,180 Water Street,40.706982,-74.005585,180 Water Street,"180 Water St, New York, NY 10038",Bing Maps,address
247,246,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
248,247,T,75,A,L,"16 11 DOUGLASTON PKWY, 4",65-10 Douglaston Pkwy.,4,65-10 Douglaston Pkwy.,40.75368,-73.741801,65-10 Douglaston Pkwy.,"65-10 Douglaston Pkwy, Little Neck, NY 11362",Bing Maps,address
249,248,T,75,A,L,"16 11 DOUGLASTON PKWY, 4",65-10 Douglaston Pkwy.,4,65-10 Douglaston Pkwy.,40.75368,-73.741801,65-10 Douglaston Pkwy.,"65-10 Douglaston Pkwy, Little Neck, NY 11362",Bing Maps,address
250,249,T,86,A, ,WARDS IS,Wards Island,S,Wards Island,40.786999,-73.925003,Wards Island,"Wards Island, NY",Bing Maps,Island
251,250,T,86,A, ,WARDS IS,Wards Island,S,Wards Island,40.786999,-73.925003,Wards Island,"Wards Island, NY",Bing Maps,Island
252,251,T,86,A,L,"180 WATER ST, 1",180 Water Street,1,180 Water Street,40.706982,-74.005585,180 Water Street,"180 Water St, New York, NY 10038",Bing Maps,address
253,252,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
254,253,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
255,254,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
256,255,U,0,A, , ,35 Mud Pond Road, ,35 Mud Pond Road,43.981874,-72.684672,35 Mud Pond Road,"35 Mud Pond Rd, Randolph, VT 05060",Bing Maps,address
257,256,U,0,A, , ,35 Mud Pond Road, ,35 Mud Pond Road,43.981874,-72.684672,35 Mud Pond Road,"35 Mud Pond Rd, Randolph, VT 05060",Bing Maps,address
258,257,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
259,258,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
260,259,U,0,A, , ,Tech Svcs-Heating, ,Tech Svcs-Heating,0,0,Tech Svcs-Heating,-,Bing Maps, 
261,260,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
262,261,M,86,A,L,"42 51 28TH ST, 4",42-09 28th Street,4,42-09 28th Street,40.749632,-73.939083,42-09 28th Street,"42-09 28th St, Long Island City, NY 11101",Bing Maps,address
263,262,T,86,A, ,FLUSHING AVE,356 Flushing Ave,E,356 Flushing Ave,40.69835,-73.960654,356 Flushing Ave,"356 Flushing Ave, Brooklyn, NY 11205",Bing Maps,address
264,263,T,86,A, ,FLUSHING AVE,356 Flushing Ave,E,356 Flushing Ave,40.69835,-73.960654,356 Flushing Ave,"356 Flushing Ave, Brooklyn, NY 11205",Bing Maps,address
265,264,T,86,A, ,FLUSHING AVE,356 Flushing Ave,E,356 Flushing Ave,40.69835,-73.960654,356 Flushing Ave,"356 Flushing Ave, Brooklyn, NY 11205",Bing Maps,address
266,265,T,86,A, ,FLUSHING AVE,356 Flushing Ave,E,356 Flushing Ave,40.69835,-73.960654,356 Flushing Ave,"356 Flushing Ave, Brooklyn, NY 11205",Bing Maps,address
267,266,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
268,267,U,0,A, , ,59-17 Junction Blvd Corona Ny, ,59-17 Junction Blvd Corona Ny,40.74408,-73.867668,59-17 Junction Blvd Corona Ny,"Junction Blvd, Corona, NY 11368",Bing Maps,street
269,268,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
270,269,T,86,A,L,"42 BROADWAY, 1",42 Broadway,1,42 Broadway,40.705982,-74.012581,42 Broadway,"42 Broadway, New York, NY 10004",Bing Maps,address
271,270,M,86,A,L,"450 W 33RD ST, 1",450 West 33 St,1,450 West 33 St,40.753048,-73.999435,450 West 33 St,"450 W 33rd St, New York, NY 10001",Bing Maps,address
