"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
0.191399628906366,0.000293233670576591,0.00407548523225463,0.000435182782921859,0.0017891525769982,0.00887316881200051,0.027974741662114,0.00158940768025007,0.000229961779555694,0.0153123475838288,0.00166279345611128,0.000971859339509975,0.00509893430823898,0.00193263552145172,0.00112489901706764,0.210191208721321,0.345595571841365,0.00370569310625638,0.000816598543195773,0.000290081419922564,0.00293949029061456,0.000283851464463704,0.0254136547262347,0.0193082997646281,7.2570967032433e-05,0.00690508093099716,0.000396166951655206,0.00026199926795484,0.00516897284635653,0.0509729280914775,0.00101991447010265,0.00852880210014894,0.000436931178607157,0.00286004587480511,0.00363454141134653,0.0345072735946418,0.0103691091013257,0.00153446124290193,0.00130942898945511,0.000713890773944238
0.0490546162628696,0.000950939780423091,0.00342957045743892,0.000755518951752316,0.00944066889196582,0.0511968000017782,0.0219498720407829,0.00229192186307452,0.000559930022108578,0.0594729992152657,0.00161236746591232,0.000468090951255628,0.0022881798163525,0.00182241356481248,0.00165526744353768,0.202058752919867,0.348884989061091,0.00265909093842225,0.00254457895998095,0.000420524000628777,0.0162516309137436,0.00164748315421959,0.0183073188867971,0.00353380512602976,0.00184639693648459,0.0253881563583511,0.00223649483120977,0.000861264770916552,0.0242679638816412,0.0195447517644169,0.001515688044051,0.0011014873354872,0.00038753644461968,0.0076809167278336,0.0022495737971191,0.08643574806091,0.01218597299639,0.000165014498942667,0.00725523054984164,0.00362047231167515
0.0046644051651914,0.00468205151880997,0.00300052911110567,0.0107144568112748,0.0204248657507147,0.00745612893716184,0.012443081600735,0.00149306208122299,0.53075551082465,0.0326342406593852,0.00237902635006996,0.0012730058474256,0.00368402041199957,0.00163873688917063,0.0089701303897925,0.0121959637903109,0.00312382442283255,0.0197939385065563,0.0191312393476071,0.0872240598499345,0.0293523977576401,0.04642222416903,0.00455068385375299,0.00422564940855887,0.000691511257988919,0.00195378822141995,0.00127574723416697,0.0186860010667605,0.00590789612889324,0.0172359182461098,0.0124711298834383,0.00777417918458689,0.0192075528485651,0.00223098383424608,0.00290810291457144,0.00928391032704177,0.00569190948972953,0.00262506137375258,0.0161241725835062,0.0036989019502894
0.00533142208151552,0.00548451724430887,0.00697012309275858,0.00192471398997852,0.048493394409127,0.039593500918377,0.043878691533131,0.00317174461482899,0.227410421500612,0.121449000921985,0.00446612414083739,0.000102122806649135,0.00952787385695839,0.010629519929111,0.037245657572591,0.0301838208580155,0.0122746509706687,0.025458258411374,0.0623186065608046,0.0305787313925573,0.00448989094166318,0.0439814871777993,0.0185431931728803,0.00197634230377083,0.00136368178459537,0.00629997384489093,0.00453233100107649,0.0189012136683704,0.00846141179772108,0.0674716151792638,0.00350186304770862,0.00741112742620632,0.00211615737616837,0.00118663812220896,0.00267290968731438,0.0446318652978632,0.00919556099984307,0.0038732518916057,0.0138101477008187,0.00908644077204098
0.00259365217435321,0.0222916703831143,0.00141193919275185,0.0613568703900196,0.000320545312810609,0.00514015460648505,0.00286142803497106,0.00146604591253814,0.00164146328441491,0.0113926602308957,0.00228202357058499,0.00959913895828121,0.000906378001583102,0.00129303532973144,0.00151652261095813,0.0235800070950392,0.0679762287064077,0.015803024612969,0.0026637146423874,0.0239943832965699,0.00109288759114183,4.00748465685774e-05,0.00725772494777428,0.000983355378912773,0.00448040485708679,0.0030961770796485,0.000933649943983114,0.000530708947301045,0.0109196568902976,0.0222185857510437,0.000733230020452854,0.00841006694852101,0.0162362495242565,0.189486214457074,0.447732267003397,0.00319002305755683,0.00108399388595159,0.0101378204762835,0.0086629236551405,0.00268309839074122
0.00280959490236395,0.0047746554607475,0.00641343314259124,0.04227030478876,0.321719386447649,0.0144296635720671,0.0351181379687501,0.00204212059283435,0.00869428643599577,0.0163824019608904,0.00733012237429856,0.0253699836046872,0.0170390671719454,0.00353746856201918,0.00502611622276778,0.0184319000258307,0.0184709698657986,0.00615312587237475,0.0315861037055107,0.015362159787113,0.0130533484654829,0.0932705029241233,0.0028880644008226,0.00181259819895768,0.00252453740109251,0.00363747268017019,0.0122290380167976,0.0526931530221426,0.0348101046184596,0.0266810101775807,0.00205473003547142,0.00848062970010587,0.011361173214875,0.00674760096941034,0.00191951211821674,0.0092945239988805,0.0175637324063671,0.00048721595960109,0.0813629252489162,0.0141671239775308
0.00240109026775847,0.00115224048699049,0.00181243458043197,0.0059898390754485,0.000777880705794389,0.00365788452646942,0.00461633245335508,0.0013187489950442,0.00227403391898331,0.00747673188218828,0.00370560608642664,0.00527086719153349,0.00156679768821629,0.00111434239351423,0.00142270107918919,0.0096409357091675,0.0202245139513318,0.0262414613746107,0.00129396724910192,0.0323117762109214,0.00101826160820426,0.000427025109808074,0.00988402695548802,0.00364763548848082,0.00011733351460099,0.00285667686295343,0.000407814301004043,0.000631429363459624,0.00940317550665028,0.0731174218469301,0.00139603049810381,0.0171694520241075,0.00428358222494141,0.00246154062712692,0.100623708303469,0.00595291095773853,0.00130064750524719,0.627841387243915,0.0027996107105395,0.000390143520754091
0.000377709136234022,0.0108109737797322,0.0481536341045336,0.000968927482767606,0.134161650547985,0.0163510716629167,0.0351107897908886,0.0288220467357542,0.00634553701166411,0.0124223438823117,0.00324901519903825,0.000142779308864059,0.00501718641113042,0.0177268603023128,0.0103498380709605,0.00842960777583057,0.00120885091272028,0.0746294053164996,0.00516492818210815,0.0090934976664551,0.0501634241355143,0.286189817658746,0.00324153244334302,0.00032451692192127,0.00107515498891748,0.000186971806012581,0.00471956285240537,0.0309673950824746,0.00750873064361737,0.0188829859900118,0.00827113073968482,0.0227335485207682,0.0134151216262193,0.0046524567685958,0.000453345236153335,0.0577203606208642,0.0296477930084548,0.00759564354075449,0.00457815880794171,0.0191356953268925
0.473467975472354,0.000570804923970333,0.000302210722349038,0.00160617002191422,0.00281239465160629,0.00147290620433402,0.00397539717092865,0.000115797874787528,0.000443838966410767,0.00394950866720321,0.000201876674299787,0.000176308709303952,0.000366295357726535,0.000123396129526442,0.000193739664157197,0.00663019267786972,0.00130492059640054,0.00136940893584756,0.00415846716043349,0.0016009079446006,0.00106110961667051,0.000891764092348673,0.00101165878323542,0.448135480298562,0.000386355197391658,0.00402617057771087,0.000440296961638547,0.000297382108941961,0.00214266354552855,0.00320266594383742,0.000614209790635502,0.000430560485647157,0.000272985787857888,0.000200789061616896,0.000645506446190542,0.000923473598269524,0.000331487627150092,6.10708658332732e-05,0.028937022473541,0.00114482821136882
0.49168439565961,0.000381295751919558,0.000330045048496573,0.00159393289803652,0.00256555233965364,0.00813834199375935,0.00458404363893848,0.00011466927841943,0.000484933947482657,0.0302060048652704,0.000141280525392013,0.000223476037079463,0.000208705203375781,0.000230888720900639,0.000225310007877236,0.0063591249257662,0.00210222023816939,0.00131528491794935,0.0043386896609587,0.000904600808415605,0.000781838523691299,0.000732563346740889,0.00138030484049019,0.410804428770553,0.000215910365108421,0.00211691153520827,0.000449406591899454,0.000297435065884964,0.00275359161392078,0.00316636960638209,0.000564209265966471,0.000420030959237032,0.000255583031402364,0.00016640533953123,0.00169937822289638,0.0012929111409335,0.000343094166062482,6.50524789575709e-05,0.0153298308091636,0.00103194785849885
