"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
0.00039960098420388,0.00290348656945635,0.000412146359349622,8.7198690426757e-05,0.0586485380487481,0.00021827885392796,0.0218045880603581,0.00234066904421304,0.000124350794583236,0.00402495011377488,0.00068974931344183,4.30536170299197e-05,0.621580785942272,0.0023909113822521,0.0118175907429181,0.132573271677033,0.0451250531750047,0.00123684920978773,0.0788144758925141,3.75701566758881e-05,0.00728533522030704,0.00137547812904082,0.000384310968179438,0.00112785500424712,0.00455390205025367
0.000500487884597612,0.0243679993531848,0.00131157723840493,0.00808662220533892,0.0266126162691759,0.00133630403635448,0.0447596307203649,0.00982278640531064,0.000638181904658136,0.00379318778022762,0.00174010912274015,0.000668153290882441,0.747418041683295,0.0323375901899247,0.0135646533529596,0.0135226263877062,0.00861863498794135,0.00351852903126913,0.0318223994724734,0.00214155539115129,0.00121621861897533,0.00727891188636267,0.000480541996636426,0.000903099615620401,0.0135395411744442
0.00155902520672621,0.0631121907959872,0.00215134031824527,0.000326527868531188,0.0127164369274665,0.0146491776572941,0.00844353653685418,0.0955781097855533,0.537444518542166,0.00820611698413915,0.00859680373681237,0.115905461366005,0.000712887154368744,0.00764322379775121,0.0205218954247661,0.00154390062078466,0.00590892400515284,0.00871669006625822,0.00687062234736929,0.00425373303184321,0.0174404056671366,0.0313320229358118,0.00169246633012134,0.00236222994229775,0.0223117529505574
0.00218979673121075,0.0643554327993695,0.00536779375840781,0.000299601582188679,0.058750999949304,0.00425681184987235,0.0265237681217353,0.237128393858939,0.150431457902797,0.0181307790642404,0.00854706321552379,0.0292721563236146,0.0363208111843931,0.0298834801152782,0.101052709149137,0.0249422367822092,0.0231073954770605,0.0097506603102053,0.108566987069348,0.005232702895153,0.0147929459500101,0.0233781918312008,0.00127391860452173,0.00200111698380954,0.0144427884904704
0.00992906733713705,0.0934355322779013,0.0050260267592747,0.224546596716791,0.0442755958793206,0.00278151306599977,0.00485452147398917,0.000673426784188317,0.00163060996298628,0.00286367264709324,0.000355319143767632,0.0130890851829436,0.00892379934699114,0.229807441375847,0.00776446441717179,0.00542896567411261,0.037942526262777,0.031449511991337,0.0081997468024564,0.00315235581883338,0.00318006083099703,0.00375764526731716,0.0333523589840047,0.209989176693946,0.0135909793028155
0.0241570111280571,0.180825788668073,0.00948699536133906,0.00195602369813251,0.0412726374516406,0.0567751380003545,0.0211281747053736,0.229766058460426,0.00721559465641022,0.00309055149017874,0.220415471937934,0.0220887933608968,0.00313348956887788,0.0204573904331025,0.0184657173499824,0.00450185534732586,0.0230529661593194,0.00892212075430599,0.00711027146335742,0.0239647301533034,0.00301980064765078,0.0493547718332034,0.00128424689002486,0.00466168151896675,0.0138927189617624
0.00599826283967548,0.00208176308962577,0.690574050407425,0.000592596636013379,0.0088508848300405,0.000278631206252396,0.00214070025036671,0.000479828711048501,0.00146015202944997,0.00093388537525766,0.000351048277222351,0.00225621849511356,0.00140487762386556,0.0738050270614443,0.00191669153034273,0.00741766579286483,0.0112542828410863,0.00423250553152025,0.00526031759361447,0.00021357161456956,0.000295673077821976,0.00109856602375944,0.0111764287808184,0.158798777585963,0.00712759279483751
0.000290332234583458,0.00598626005727029,0.011254373390125,0.000830404175754758,0.0285457798763031,0.00488301411161036,0.0852328868304702,0.466170409237748,0.0071593001925388,0.0603139812432311,0.0578830018934391,0.00567364942922875,0.00729481690838816,0.00465529544415524,0.0188113577868087,0.00144461548084492,0.00460202553549343,0.0478397148073553,0.0300123001003691,0.00486039551084068,0.02130333316927,0.0300743997532146,0.0210111388776078,0.000993827836142764,0.072873386117206
0.000651053404622011,0.00670206462331004,6.02447558667444e-05,0.000262148715739101,0.00955770373089317,0.00054274545218369,0.000833256453953709,0.00104792771041305,0.00300108155752869,0.000248991056724502,0.000419817342513835,0.00134985720021936,0.0335257093456333,0.0024645146817483,0.00251233448525287,0.881594854777477,0.0258480657603913,0.00101451133329466,0.0254098444955513,8.41490749383968e-05,0.000227723503197555,0.000906325577435716,0.00010456055890234,0.000718922449041423,0.000911591953168059
0.000506344815411268,0.0154076561908548,0.000128302888116107,0.000118797176056226,0.0113421519689227,0.000561089505949729,0.00145712184339264,0.0015135535176781,0.00323014001172942,0.000677210569298228,0.000413462201492216,0.00126073401392642,0.0131926537882271,0.00446743931318437,0.0258389552945011,0.854337110067505,0.0299050148201105,0.00122516052534156,0.0299909458899569,6.63892317548732e-05,0.000555350036688024,0.00114829572897958,0.000133856096818275,0.00080248190013414,0.00171978260397059
0.000488903139622082,0.00183876240258084,0.00238510478406617,0.00125512812548173,0.065444225571327,0.00194182260072522,0.0831746705087985,0.00101428576235171,2.42264269375384e-05,0.398069240572038,0.000176549011326202,3.72953453122299e-05,0.0695881119581334,0.0152450488930875,0.0324278206560448,0.0845419330442201,0.173621070660239,0.00277271668046829,0.0421307329245689,0.000359220359690359,0.00305859834077492,0.00686794816340801,0.000474448702481999,0.00284152836985184,0.0102206069964634
0.000300245100808542,0.00486279871121687,0.00619699875746055,0.000360413479622315,0.0326600709348851,0.0734364542878376,0.039037210372862,0.0751953238923413,0.00259484321435386,0.509526451021198,0.0977249180471025,0.00299959804303137,0.00124486150612108,0.00213288511276767,0.00717359087706876,0.00173462978127573,0.0166646321063202,0.00552251935153472,0.00852013987391553,0.00265427869088659,0.00448843064815504,0.0522179416193182,0.0112103619193589,0.00215332233829322,0.0393870803122642
0.00232523353350411,0.0180745274381423,0.00313676668454731,0.000232087036667024,0.0544973129663878,0.00100278302354079,0.00444947005179234,0.00816409584968165,0.0276957412501353,0.00104525720168918,0.00147479597660051,0.0105281517036433,0.0160755950441214,0.0817851420914723,0.0130487904091556,0.591681394130873,0.0392309850690666,0.00602350695382966,0.101370191424718,0.000198910106258471,0.00155321708030693,0.00339677478352682,0.000625080428589319,0.00842351023242912,0.00396067952932152
0.000313365810560441,0.00434720737178434,0.063368095724733,0.00119636500606238,0.0316699647484184,0.00596284732028402,0.0821401816922894,0.161199712477197,0.0165742692092877,0.0088211972922766,0.299497493573769,0.00476887308453582,0.00994363515940883,0.0088488489467054,0.0283401143044911,0.00310722905608697,0.00231035823656158,0.00969315572316919,0.0551608362710206,0.00180885362020155,0.00244613568681884,0.0587281878153581,0.0455645356534429,0.00154588780783517,0.0926426484077009
0.00393202833998451,0.0246688531501467,0.00733394646972404,0.00100705987246601,0.0406317116433555,0.0318999159044343,0.0319404396460669,0.311153636176125,0.0896401672483927,0.00962343103666166,0.0753485748019996,0.0193038909390429,0.00878679387489525,0.0159730371132002,0.0245318238191724,0.0230070454180085,0.0918228756993706,0.0487475617538965,0.0298663837961372,0.016077375383986,0.0325855704044742,0.0159198389661561,0.00707395900604671,0.0136680073783585,0.0254560721578979
0.000357564441531641,0.0493782891295243,0.00217984413334395,0.000365480534220929,0.163807057655271,0.0581309857674273,0.186269616118922,0.221874344102361,0.00121516202648654,0.0828356749458517,0.10249971009568,0.00156928607759474,0.0149334168215167,0.00136433692471357,0.00981611402396745,0.00265789122226213,0.0335020542457828,0.00464602621754979,0.0156829138167208,0.00284866225576489,0.00247727640392933,0.0297508401048211,0.000938177093257194,0.000757794274359256,0.0101414815671385
0.00112315843964322,0.0115501850548949,0.0040191563025569,0.0130240410602461,0.0222370720060219,0.0151660686907645,0.0955416801090302,0.285131501096411,0.0463723057599656,0.00580393008901908,0.124538673700139,0.0570207247529643,0.00419387370937005,0.0047334433690451,0.0106952979678112,0.000693987005312043,0.00206088147049729,0.0207080880232328,0.0122767197746868,0.0553027683100463,0.00168478097319194,0.174834906081291,0.00193174307362047,0.000422981078761978,0.0289320321014764
0.00274507559311121,0.00293987792304638,0.0227679855753069,0.00410458610382499,0.0913640656732636,0.0106490194804242,0.0184469289320311,0.00209364509065761,0.000333891584908085,0.438587798335965,0.000401199447718425,0.00112403236694307,0.000616338508934254,0.021506733958482,0.0829223620853488,0.000415660322870934,0.00705021775516698,0.00760223010170145,0.00693451940975909,0.0235115661280042,0.0401974207625063,0.0503405211179453,0.0116026202499988,0.0211689394067041,0.130572764085377
0.00168448951330418,0.00831637595413979,0.00692620533183564,0.000593695248843624,0.0393457648114592,0.0164592106439154,0.0303078175631492,0.301324175606832,0.033395115564827,0.00880177322659399,0.339757651216239,0.0159353967928192,0.00243667904896425,0.00799102992692181,0.0130004513676322,0.00862132721468275,0.0143616811025444,0.018209450209754,0.0184406342185392,0.00377539912323644,0.0102645198059224,0.0187953936584391,0.0300993418226699,0.0082038147705165,0.0429526062562195
0.00247900813293588,0.357008661508605,0.00060663543508403,0.000809758549279653,0.0148312724145831,0.0164270163516116,0.00186791845798945,0.00948330805751794,0.0250225610120998,0.00083140640932926,0.0101359431907609,0.0382936234792242,0.000654775630726192,0.0135858965257324,0.0735121056157814,0.0012697032297646,0.0739020059659972,0.00727315044090695,0.00152601598523923,0.000193550829509363,0.00277708784871266,0.00608153578761828,0.000729519764841716,0.33333887729052,0.00735866208562958
0.0290888806915537,0.237125914592782,0.00152186512384993,0.133757475280128,0.0306055371718505,0.00525184536935956,0.0060130287005377,0.00540530924373156,0.00745095982550272,0.00629291666722934,0.0156756891111805,0.0165105708154819,0.00701871671051741,0.0746504165238104,0.0132529370162054,0.00474620149175058,0.0591761801003834,0.0616084944006285,0.00609013121104477,0.0167628515114426,0.0514533605233121,0.0204522167188105,0.00302773021496588,0.165566186104791,0.0214945848791496
0.000204084711774768,0.0580902075685153,0.012226350691262,3.61226084592867e-05,0.048174519183088,0.00180516469839195,0.384040996094291,0.0858429634408888,0.000531033924103124,0.00931207879413135,0.0700108345313373,0.000608833886489725,0.00899871002184121,0.00313295598598605,0.251723503816996,0.00363988927799973,0.00428803775933317,0.00239985025707929,0.0276773107347659,0.000756174177156177,0.00706809580968905,0.00356171575015879,0.00228986025820496,0.000508990224246753,0.0130717157938109
0.00022305697675227,0.000562280771465496,0.452715297488251,0.000220998386729213,0.00749971299748547,0.000304110832498861,0.00595436709548272,0.00118913503607778,0.00017465390299065,0.00222032471084541,0.000862524181493962,0.000514760519081892,0.00112240454478532,0.00477850587139724,0.00181040048755301,0.00803313294446792,0.00290692280237263,0.00556059604312896,0.0097149599143198,0.000123373692492406,0.000384641268778485,0.000572092776705353,0.482460392010051,0.00311966252124796,0.00697169222354558
0.00247900813293588,0.357008661508605,0.00060663543508403,0.000809758549279653,0.0148312724145831,0.0164270163516116,0.00186791845798945,0.00948330805751794,0.0250225610120998,0.00083140640932926,0.0101359431907609,0.0382936234792242,0.000654775630726192,0.0135858965257324,0.0735121056157814,0.0012697032297646,0.0739020059659972,0.00727315044090695,0.00152601598523923,0.000193550829509363,0.00277708784871266,0.00608153578761828,0.000729519764841716,0.33333887729052,0.00735866208562958
0.0120397796513699,0.0615626080232876,0.000573642552614363,0.504867663620607,0.0184211741322702,0.0444993829850672,0.00431610966132799,0.00146023723754695,0.00764067299920328,0.00148355573746635,0.000579210821025764,0.117805857936922,0.000755211735546927,0.0119022571247659,0.00240450629231365,0.00318252729664144,0.0193687942857465,0.00790736094851719,0.00194476464488492,0.0605108281070914,0.000483103090439262,0.0331586989326094,0.00326777239022734,0.029379657409679,0.0504846223828278
0.743974209065641,0.00285819397315607,0.000523477843818433,0.0232500800007676,0.0222162357268685,0.0184538213492431,0.00337895238782991,0.00166070906228711,0.000843447673738553,0.00179023725473721,0.000408456927040047,0.00700142916521091,0.000384263709774789,0.00412431675405178,0.001693622858213,0.000571271022092291,0.00366367124078977,0.00509297281290508,0.00173770429937263,0.0400364179256268,0.0013364624081044,0.0921756508912809,0.000369068683614518,0.0161404403166768,0.0063148866471587
0.00127096648539801,0.0127218341650975,0.00540310205864639,0.0245580663523184,0.0343345892923131,0.0168928918199871,0.0719364618728285,0.296234418125048,0.0236081762561217,0.00681698917743199,0.0966613929070264,0.0363098229273092,0.00515350555321328,0.00625304037163753,0.0126177152947716,0.000808839544121015,0.00328411077134542,0.05185077787257,0.0127710276730836,0.0590151860659026,0.0019762531648902,0.184950884931969,0.00336211903387691,0.00070344407757478,0.0305043842055177
0.00140742464249802,0.0116451515166839,0.00476167690502139,0.00786657748554784,0.0310719027579386,0.0153901454365146,0.0809834759819226,0.283007716104866,0.0318383024723704,0.00656553949087836,0.142493711257865,0.0355836983088023,0.00527022443421148,0.00484923956056837,0.0131830284226073,0.000907743696243096,0.00236011107318916,0.0210637460238107,0.0158731345543967,0.0672230501977931,0.00210553558366901,0.18128468452601,0.002272863578265,0.000551871453986159,0.030439444534342
0.00610404019598242,0.0459652824807888,0.00431698650209421,0.0243351436424848,0.0348738025036645,0.0022420178836004,0.00386237166006701,0.00473810597692301,0.0051908367099121,0.00178183105071469,0.011923755250853,0.0198087772551731,0.0172168291669053,0.362721196194003,0.0108113206463621,0.0134069808223044,0.0447269622425627,0.127186382918004,0.0164686895036661,0.00160214587407577,0.00293488163800444,0.00374450150128973,0.0114988288755327,0.21445846449935,0.00807986500568139
0.00716281710213193,0.0214444380928982,0.00306126236801938,0.462098136200285,0.0667238381999882,0.0326525973611061,0.00826669098891053,0.00525733080383247,0.00742770198427515,0.0083762232531668,0.00225331194400888,0.0263140286727435,0.00370507818625994,0.0905417012659739,0.00637408855653317,0.00541924302076078,0.0210132174036088,0.0686338232460765,0.0107412008671667,0.0138490728964855,0.00208429319796827,0.0590719880176861,0.00374030863379896,0.0399551040759751,0.0238325036603403
0.00719061261400253,0.100375197727219,0.00116896366408599,0.00478616819974046,0.0415794671284633,0.00613951594869608,0.00508868165585425,0.0276835616408172,0.409373572649023,0.00264899893039709,0.119224559403331,0.142501488633756,0.00147604127325194,0.00834565426054158,0.00507492750568413,0.00333830356008876,0.0143312078922305,0.009350374928461,0.00460148471806728,0.00761230451577105,0.0200725338708028,0.0087425453350537,0.00264032418434008,0.0274367378164034,0.0192167719439183
0.00166758029171288,0.0021134888317171,0.0127521196399972,0.00475228551152885,0.0392082318638754,0.0010263510726216,0.0481637443217431,0.00197373675766198,0.000302122568931632,0.480647449438752,0.000526825294369018,0.000340055589880565,0.012448124606882,0.00535767412422078,0.0321837906360974,0.000320361405070803,0.00206829973600136,0.00345372228092475,0.0161141061467491,0.0242390401572394,0.192119395062378,0.0347673122225125,0.00496961656194353,0.00218576883662471,0.0762987970405644
0.00165989384927684,0.0352770979121323,0.00843374598381233,0.000988498770007233,0.0878476507006647,0.00431463797665251,0.157875476757667,0.0184970705015722,0.0227149111906833,0.0922644020249239,0.00307422198323202,0.00375561475954603,0.00639412548053097,0.0672965374797486,0.153295167222877,0.0107236083049144,0.021852172265009,0.0145900586231793,0.0180420045727262,0.000823688064722388,0.0251430871565578,0.00915516472214911,0.0220012196406003,0.00448059262001242,0.209499351436803
0.00222753374960199,0.110203006766284,0.000821814226150965,0.00340062111674422,0.0208651062053431,0.00433468818760153,0.00432053157235638,0.176634656598176,0.0568243018984847,0.00290203270098586,0.159593039379514,0.115133518422051,0.00268431619233786,0.00763549479034857,0.0253940153442652,0.022391026923159,0.0396222206187442,0.0713920913892501,0.00925572555322658,0.000493915544557237,0.111126700999233,0.00432587698425872,0.0121557715775036,0.0209834978626246,0.0152784953971974
0.000746347128349101,0.0511840578589801,0.0531059236371779,0.00246179916571036,0.0409192772790752,0.00343231444289658,0.476097389506918,0.00472962476842457,0.00314049377187411,0.061444874721413,0.00217011120658724,0.00174502380743781,0.0250256508043743,0.098505908646571,0.0194900842775013,0.0011809711925268,0.00345248254044377,0.00493408083240363,0.0137914942768325,0.00406502444520408,0.00229213769260379,0.0135519693785383,0.00225185370151887,0.00181719951103345,0.108463905405604
0.000397209730182241,0.13146538199744,0.0062668135638468,0.000913460263578708,0.0256265602452634,0.00390827377405044,0.0572862978362895,0.237626086719265,0.0128865570132841,0.0241168186459793,0.0747518477924554,0.0115088882763757,0.0033296472023237,0.00702958759773831,0.205284842595983,0.000575711806015149,0.0036648518066972,0.00875907384913343,0.00965260837779719,0.00156640203553559,0.0187663568876253,0.0291180950084728,0.00884663795167896,0.00167126485045005,0.114980724172539
