"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45"
0.000144107245420435,0.0027923151745439,0.000993076633108013,2.83511489796811e-05,0.00053649527584419,0.0052987893771295,0.356804248519749,0.0191306054838217,0.000577409235714969,0.00274385275080404,0.00409574712395064,0.00682070836767734,0.00253968495236469,0.000255024257812394,0.00115476354107432,0.370445595258418,8.86087750653478e-05,0.00354471858967484,0.00132017695125144,0.000770872076034128,0.00738373108610492,0.000840005956954643,0.0175300531143379,0.000252403545174485,0.0014424023937711,0.0200977946313535,0.0153188618523271,0.000523108883614203,0.000100913709419229,0.00137488622014841,0.000174205222595329,0.000119220504519824,0.0022161020618584,0.0146172123979077,0.00764459468171565,0.00233934853606194,0.0388614767676823,0.0524275936025277,0.0202519115431272,0.00530878557016837,0.00224104555710965,0.000217991676560215,0.00252028736853571,0.000290680958773852,0.00582023141921165
0.00200228641313463,0.00420382470535013,0.00124180306602658,0.000153916353703316,0.000942957876432725,0.0232612405176477,0.192854637692787,0.00784421449490358,0.000139832740268759,0.00127103868995869,0.00790762798722734,0.0152829630008424,0.00122256431593622,0.000616039529823535,0.00134952141055495,0.490084498293089,0.000203768345163735,0.000559969985935445,0.000462067916075778,0.000221400968582341,0.0154889234602339,0.00363637558236275,0.012161986017727,0.000958945802428959,0.00741602224670741,0.00720567680969156,0.0199481002016142,0.0019860769012502,0.000340927529230876,0.00318155844181803,0.000284629965240173,0.00046890358564937,0.000996137785271139,0.0294635318831755,0.00674987232183918,0.00597457060682558,0.0398617370443514,0.0232288796441789,0.0494527591709094,0.0116773107299657,0.000783512070853847,0.000567478002443172,0.00172111412853218,0.00154608884718844,0.00307270691706753
0.00135297346608118,0.00337960459952093,0.0221542896119308,0.094714291032866,0.0104387934017067,0.00154431951131311,0.00142421874956766,0.0238425932009537,0.00466221208412848,0.00316699497711055,0.00875913063411463,0.0217596944311374,0.00186084652702025,0.00283432119688518,0.025784006944294,0.00250294172896919,0.00815244926923006,0.00336049385319782,0.00157053842236198,0.00159543646312877,0.00874641851478992,0.029358336193376,0.0358968978486423,0.00509752853585213,0.00574338537868324,0.0122044771740352,0.0138429786047442,0.00844158296461334,0.504069298306623,0.00155098304052648,0.000675433808322062,0.0231260388712213,0.00524847471004807,0.00797424836813396,0.00210265722520367,0.0333465763030432,0.00239763464273696,0.00552017853642668,0.015894362903941,0.00532086184861377,0.00452399209382895,0.0149724235217561,0.00296896222137347,0.000588640061142167,0.00552747821680446
0.00466840605353012,0.020568799519111,0.0631224464532533,0.0301269496289821,0.0302576813825359,0.00164711059460184,0.00903067470265886,0.039305397969847,0.0012083879014966,0.00140118130900313,0.00457011919459364,0.0154487464371177,0.00234553543877672,0.00176483948921772,0.0098886641176675,0.0293150973117743,0.00356448042835978,0.00704294083954629,0.00362625680549925,0.00230668391684321,0.0170396333719024,0.0484875365892732,0.061435473136788,0.000773393296857013,0.00236270628781836,0.0357133880942196,0.0166218764203254,0.00148804472245916,0.220146296965375,0.000641864862958638,0.00104441841471326,0.0131316400020704,0.00268306047719552,0.0512923878290446,0.00460942129758093,0.0924706146454663,0.037655404938743,0.0259406862265289,0.0441514395174396,0.00829244520096481,0.00566152604392177,0.00147249599509535,0.0102129523790262,0.000767117451377811,0.0146937763384389
0.00420464419480471,0.00550074985726029,0.00235865327467836,0.0271829443620234,0.000588733688100517,0.227238103110031,0.0127653554856174,0.0159318930658219,0.00894477938864088,0.000483555991728634,0.00749044823533176,0.0333983947455228,0.263209396123079,0.0183783840124264,0.0754599025727232,0.0712946081479995,0.00443233784475496,0.0283030260741011,0.00114955779583794,0.00928655553491278,0.000355583967187549,9.18955483865898e-05,0.025204764107461,0.00429603780543665,0.00105145548119958,0.00200672450302804,0.00521904296900155,0.00212125071983189,0.00393818955801616,0.00243202729747947,0.00318576093945672,0.000298723332372053,0.0324262040030435,0.00920858421687327,0.000824667086975737,0.0209348977148909,0.00403386681050634,0.0120121183220181,0.00109332155857598,0.00235840836487785,0.00449413914491439,0.000429643520134693,0.00447897023456241,0.0390880839861172,0.000813615302256851
0.00534167478758649,0.0101307539278823,0.00743415536867694,0.00853875062328365,0.0375898238216238,0.000274506960975919,0.00202955372683797,0.026016783836684,0.00369698876091072,0.00138295195012599,0.0623590076329902,0.00856221115226197,0.00185204938667877,0.00222494999828742,0.157517460271125,0.00186794019660251,0.0326943973288849,0.0014298813412245,0.00138103972328654,0.00048564594850318,0.00881679632987062,0.326394211771476,0.0341306931073588,0.00750110456982991,0.00968078795905047,0.00878014820835377,0.0094014594502433,0.00573682844256615,0.0136275420500195,0.00117418683133303,0.0256103184559572,0.0338823801506998,0.00133296827477418,0.0173492269827193,0.00568559743468764,0.0383105595887205,0.00119621979934804,0.0179682378791871,0.032436745952486,0.00999876863406522,0.00506300292783076,0.00256908418672186,0.00428384224397151,0.000164938941422952,0.00609382308287452
0.000222340486779273,0.00201997079507544,0.000600036979627224,0.00872157936766026,0.000537891001977701,0.00486645307547474,0.0394090415551502,0.0320359378979091,0.00155145714395321,0.000169908398441338,0.00332528643278532,0.0562761639543879,0.0343323518354434,0.00303811377255843,0.0129672599247811,0.00488145249590236,0.000988995456918581,0.0021452258639692,0.635408981216459,0.00747071963998271,0.000425873882463108,0.000582264150390053,0.0220640790933408,0.000843899520585903,0.000218942559496973,0.00588260453568588,0.00366305678323899,0.000377373123431664,0.00266527166948491,0.000879315062680103,0.00116796665900278,0.000570701218697641,0.0290806052634992,0.00612321456310004,0.00362519801614042,0.00247520383803676,0.00369428080021884,0.00785361338406299,0.00157066588867218,0.00276588216275531,0.0406684635595058,0.00166746636049039,0.00929794176383007,0.000162563332830546,0.000704385513122268
0.0027442739139253,0.00066002438541374,0.00686060056291992,0.00953311640464044,0.00710058179582558,0.00166018058329773,0.00232175720436165,0.0395290858477189,0.00162314196332901,0.0224992132399937,0.0127708827856038,0.00830624142261048,0.000434930681754208,0.0186831558905504,0.00463825577709615,0.005127030186221,0.00598629158619316,0.0234102167896663,0.00650191198758256,0.00617070102809306,0.00900599799375205,0.330188152812489,0.0543132604703977,0.0016118896498364,0.0261467127587975,0.035277318968908,0.013346366177273,0.00324060826946946,0.0110618243366974,0.00151823791114205,0.000524411479171759,0.0177001779991391,0.00814124762054371,0.027024495529094,0.00169894427717843,0.0109015396485698,0.00289650671327555,0.0119037076896659,0.112670891561725,0.00762213184540572,0.0402768988523592,0.0324452348720921,0.00581478523564521,0.000490183618802046,0.0476168796717725
0.000330275590089443,0.00164484869226742,4.02662403536008e-05,0.00121899995344118,0.000117920902160617,0.000195052982696062,0.444261796527408,0.00126797329147463,0.000636804034573787,2.43534565200958e-05,0.000823897147331842,0.00146911769016364,0.000866408967908927,0.000327593502312295,0.0245196892518312,0.00345622108541838,0.000215366232685005,0.00137030818512463,5.55475687172743e-05,7.7140110206494e-05,0.000114820809710386,0.000755580709367667,0.00202841777391882,0.000643844639115544,0.000103286521770136,0.000244822540265484,0.000661856617044888,6.08040408433357e-05,0.000786069138080034,0.000244356639510169,0.000422716212341504,0.000275048599290707,0.000301321208996754,0.000490732714021203,0.501777896525238,0.000608222250537475,0.00173018819482928,0.00275607058130823,0.000436816651791204,0.000226535035905235,0.000189577529045312,0.00189374414291563,0.000238188728016301,3.77152377241368e-05,5.17855457283927e-05
0.000329860385838919,0.00137917143874148,7.07974750761369e-05,0.00142562598351144,0.000191412521934721,0.000229806459741506,0.500435005806286,0.00131683300297184,0.000453776559626633,3.5390274574295e-05,0.000698598694463535,0.00194143391694497,0.000886264488846051,0.000172443282224701,0.0128490715935628,0.00510148439345726,0.000144883126183344,0.000881063931725437,5.43847306681724e-05,3.67809285343272e-05,0.000182184308535204,0.000650200810470181,0.00171754622695792,0.000466131414456052,0.000117053713650927,0.000285753735381811,0.000813424158993492,7.70966062082819e-05,0.00316094699648037,0.000189532323493126,0.000318157984416747,0.00031429468155442,0.000251529484067355,0.000901652378199898,0.452791619444506,0.000867900438495558,0.00304878491183776,0.00229657376073048,0.000658171212662553,0.000225752618082362,0.000153651583771202,0.00154639179923071,0.000180718820225439,5.95382956453851e-05,9.13032970341502e-05
