"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
0.000370673609337812,0.000328078904134073,0.00766713274520981,0.000315050404921296,0.000159238905659076,0.00323322097615216,0.00751529910023239,0.00140333964538302,0.492219677086163,0.00330449376786239,0.00854333118550892,0.000420651675997607,0.0538538123402256,0.208877986662808,0.000147814207495881,0.00402679314294585,9.52081607733943e-05,0.00616609154399769,0.121573306230558,0.018675341346124,0.00188856301005351,0.000105831338351837,0.00294954716913175,0.00241006335511855,0.00215385870849959,0.00923342033559751,0.0217361986922549,0.000196544295202979,0.000737428461948026,0.0196920029923511
0.0017795638186252,0.000280643852664076,0.00320088806003232,0.000923503272765882,0.000175529903548426,0.0337781748214473,0.0119591901826857,0.00697241385478313,0.401125157990916,0.00732286407454357,0.0395129172669188,0.0014687710239189,0.0814527043340289,0.0793069659453937,0.000443859838405015,0.0511600631985284,0.000991861229044433,0.0400815730123609,0.186375615739204,0.00144838029602916,0.00322443271846242,0.00437178583547287,0.00142842809041967,0.00116545534743115,0.000333595071135675,0.0126776427131614,0.0163035334117381,0.00166290152277931,0.000568961027249157,0.00850262254630618
0.451631379171044,0.00172522829282232,0.00474141104116653,0.0100451678035952,0.000725649742962338,0.0302384727172175,0.0185497469301419,0.0128083982157928,0.00422444041779879,0.00640007718083851,0.0638054270259425,0.0157046790955237,0.0317095419880007,0.00259038448938376,0.0289535016118889,0.0216913694243882,0.173577728594635,0.00659300121002038,0.0346167076699809,0.00167754126704553,0.0140643845714942,0.000858433979521068,0.00139201685334483,0.00441090541074236,0.00115496898312658,0.0173622396193849,0.0279914971271298,0.00538060532438301,0.0014170749173527,0.0039580193233311
0.146186202347488,0.00376726716834188,0.0165007525612894,0.0168414344310122,0.000408341161632609,0.0186329551276461,0.0806835467818898,0.0283112903728913,0.0131090920336534,0.00884318357152473,0.0769232670092247,0.00334748481755469,0.18872431113163,0.00449845845470888,0.00877489006735844,0.0217896264041865,0.0457587250421609,0.0094790839865941,0.0528705461577721,0.00508362665974563,0.063724523657755,0.00188592351149673,0.00437763135144956,0.00841295367771012,0.00163766203953367,0.0108938551603492,0.146922381782959,0.00328119098907205,0.00423504969831233,0.00409474284305675
0.00558349606567007,0.0319534256668478,0.00468751679929717,0.00347592129202753,0.00991706738020104,0.113265671983675,0.106108406195701,0.00569230425923494,0.00747978577209953,0.0126532470979145,0.0403406334850291,0.00458563334456634,0.011279394530411,0.00173422142875054,0.000365734936510642,0.000468890304435158,0.00255884049801274,0.0124202158735314,0.0401376570701601,0.00396383892619095,0.00248860201805768,0.189424058370576,0.0025741010054848,0.00389925167400679,0.318413086917571,0.00164883333780557,0.00120022744172886,0.0560635545708976,0.00194410257538531,0.00367227917822011
0.0105268812633005,0.000537685075072623,0.00762370187439062,0.0435636087270411,0.0214108894602545,0.181775929126742,0.0512267411384995,0.0158521539092217,0.0139097920636911,0.0102460268364266,0.0240879670459819,0.0236703042948938,0.0208793083165954,0.00214142220219613,0.0718779465356838,0.234203747224355,0.00636971474290387,0.0211327236089095,0.0160777729475395,0.00571547789058072,0.0133609620090793,0.000333222968603551,0.00302422408026867,0.00246490373124739,0.00278886692377218,0.0198737321476182,0.157818035969602,0.0101644346976078,0.00112595479834497,0.00621586838957522
0.00229100993824434,0.00819260597589765,0.00203496131112487,0.000997071895492084,0.00211110767987691,0.0108565335835915,0.0860712482572285,0.00364123467031932,0.0145944861927955,0.0134468209144064,0.00715171903387782,0.000490107941012527,0.00596004707068532,0.0092127683038882,0.000506869432109121,0.00110624753471882,0.00185626307906259,0.0100002564323217,0.00696531715847068,0.00363145070017665,0.00140581814650866,0.000660369537819961,0.00207656874954806,0.0152848385307394,0.0321865967385248,0.00319264890477381,0.0018854550427748,0.00678562123310845,0.735126796655013,0.0102771593558889
0.0049072937466994,0.00912274420773922,0.0202663267711757,0.0233056746122434,0.00039471327428437,0.00322343034441276,0.0240048097718404,0.0198346994065656,0.00401874299175246,0.0203824613588534,0.0217002798338306,0.00368072153758897,0.0141716840373814,0.00106645842428228,0.0154092184789245,0.170118505195506,0.0963106608626317,0.0541708226380124,0.00866539259037643,0.0220581499602543,0.00829349258125846,0.00250716413537751,0.0353467692865458,0.0321969770467383,0.000731676186870257,0.0720802708103026,0.29031410718933,0.00694847618838369,0.0138082653237016,0.000960011207137236
0.00154887109246508,9.23251447334104e-05,0.000149107811177528,0.000241714162283984,0.000484529243848476,0.0138078109087825,0.00337597547396517,0.000429073129002461,0.00467938706056677,0.000369574192295673,0.0059270726427566,0.000209337104232476,0.000545467201741055,0.484313411596276,0.000283092861564931,0.000452607617728409,0.00139890397527191,0.00145839149596788,0.00683268632565053,9.09554457925591e-05,0.000131910146334852,0.000232128316767395,4.42912599718549e-05,0.00022039869004553,0.000357150883884375,0.00030279054865957,0.000523907888025465,0.00100610499497967,4.46199499830449e-05,0.470446402835245
0.00739441652706472,7.56015704248197e-05,0.000114155886190812,0.000241137857439609,0.000450047352794733,0.00829928827002831,0.0026642298157802,0.000405187535630221,0.00304315124942611,0.000275691035804539,0.00511553249712874,0.000167187391605625,0.00052414750135726,0.486438751831571,0.000307934377774425,0.000354053473298314,0.00185758427233294,0.00108133257951338,0.00427854666923991,7.06748652540224e-05,0.000166050693150241,0.000167502046725922,3.44507230558816e-05,0.000194478464598322,0.000263258365754139,0.000259490580117389,0.000432192961615259,0.000690574369009595,2.93608764540548e-05,0.474603988359859
