length_text,reading_score
186,18.39393678
191,18.78
770,18.78
770,13.69128988
578,13.69128988
191,11.85389613
315,17.9364481
315,16.38373036
551,16.38373036
551,19.44591721
578,14.29021944
536,14.29021944
536,19.02683544
342,13.71257862
342,13.71257862
368,10.75128968
368,18.86322721
465,19.02683544
465,20.47685388
444,20.47685388
604,22.28640229
604,22.28640229
571,13.97568627
571,14.36067945
573,14.62645977
573,17.64294219
444,17.64294219
359,18.86322721
359,14.82624425
531,10.72546975
459,14.62645977
459,14.62645977
239,16.62235767
239,16.62235767
363,13.98885312
531,10.72546975
351,13.52678322
351,14.17248082
338,15.00639672
363,14.17248082
513,14.98996334
513,14.98996334
338,14.98996334
881,16.33318463
881,16.33318463
298,15.10414747
642,15.10414747
642,14.62702703
552,14.62702703
552,15.00639672
525,15.90342799
815,15.90342799
815,18.35196149
771,14.09256231
412,14.09256231
400,18.42231092
771,18.42231092
710,18.35196149
710,14.6536
760,14.6536
400,15.40085811
367,11.85389613
367,12.58222134
361,12.58222134
558,19.48000663
558,11.30661328
494,11.30661328
494,14.32996678
361,14.32996678
327,14.52743217
327,14.52743217
449,15.17496226
318,11.85389613
318,13.84508021
616,13.84508021
616,13.58966843
297,13.58966843
297,15.75452381
397,15.17496226
397,16.42999051
521,16.42999051
762,15.75452381
762,16.344
232,17.34021705
232,16.344
521,15.61927928
616,14.69243881
616,13.00028834
734,16.65123333
734,16.65123333
569,14.34469298
717,14.69243881
717,15.8028347
643,13.5632165
643,15.62786965
569,13.5632165
572,14.34469298
572,13.39478702
870,13.39478702
870,15.16582418
202,13.49708353
202,13.49708353
558,11.87380537
608,11.87380537
608,13.69642857
719,17.10813021
719,15.16582418
205,11.40437158
558,15.95939864
707,13.69642857
707,13.0572332
525,13.0572332
205,11.84590054
295,15.95939864
295,12.93791989
417,12.93791989
417,16.52124568
445,14.02330545
525,14.02330545
286,13.33418176
286,11.84590054
445,19.60619109
492,19.60619109
492,10.12613267
338,19.10644028
426,13.33418176
426,14.19816514
339,19.91263641
338,14.19816514
172,17.51525174
172,18.34042307
246,12.87358824
246,12.87358824
339,17.40753623
694,17.40753623
694,16.47597848
622,16.47597848
622,14.93674697
568,19.91263641
568,14.93674697
456,18.39393678
490,12.89726144
490,12.89726144
758,11.71496807
456,11.71496807
721,10.39363636
721,10.39363636
598,16.52677812
598,16.52677812
758,15.14559949
751,15.00639672
751,15.00639672
215,13.52242857
762,13.52242857
762,17.46267568
760,17.46267568
760,15.89043184
215,14.55816953
209,14.55816953
209,13.41904814
681,15.14559949
681,17.534
623,15.89043184
623,16.20410485
245,16.20410485
245,14.26163462
972,14.26163462
972,21.634375
525,21.634375
465,17.534
465,15.74149184
412,15.40085811
760,17.10813021
141,15.74149184
141,20.21057372
924,19.0282816
924,19.0282816
770,14.0656264
211,14.0656264
211,14.78508933
919,16.12571429
919,16.12571429
488,14.9144995
966,18.51566536
966,14.9144995
369,15.33710314
369,14.47210339
885,15.79747253
885,15.79747253
698,15.6112884
685,15.6112884
685,15.6112884
329,15.56879808
329,15.14111252
770,18.51566536
500,14.01053945
500,16.75152632
617,16.48920886
617,10.90992862
945,10.90992862
945,16.65879433
873,11.3328195
873,16.23424411
986,10.89175785
986,11.59732143
382,13.49936017
476,15.10310107
476,15.10310107
574,15.10310107
382,12.16380952
390,12.16380952
390,13.16563905
574,13.16563905
670,13.16563905
670,14.07663057
501,13.49936017
501,14.14177778
827,14.14177778
827,13.6314237
923,13.6314237
923,16.95103383
618,10.58064972
618,16.95103383
624,15.3340219
897,15.3340219
897,16.30589691
711,16.30589691
711,17.285
624,17.285
775,16.0502214
775,16.0502214
256,16.20999868
256,10.58064972
730,16.20999868
730,11.84645482
613,11.84645482
613,15.21301513
482,15.21301513
482,14.57855624
599,14.57855624
599,15.5388496
749,15.5388496
749,16.94988197
359,16.1277852
359,13.3
594,13.3
594,9.577024221
551,9.577024221
551,16.94988197
607,12.7434632
471,12.7434632
471,13.77292013
669,13.77292013
669,11.35514761
607,16.77266831
385,21.74689794
385,11.35514761
528,14.44870175
437,14.44870175
437,17.23666936
524,17.23666936
528,14.00608863
492,14.00608863
492,17.47159911
646,14.28521182
646,14.28521182
312,21.74689794
524,17.61080647
347,17.61080647
347,11.2808243
601,17.47159911
629,17.14984615
629,17.14984615
181,17.81880918
181,11.2808243
486,17.09127055
601,17.09127055
232,17.83729934
232,14.4549339
722,15.2403744
486,17.81880918
678,12.37068932
678,12.37068932
193,13.81437562
193,13.81437562
722,15.3087037
743,15.3087037
743,15.56442833
499,17.83729934
739,15.56442833
739,15.22
565,15.22
565,15.42472295
499,15.42472295
558,15.92985746
558,15.92985746
243,14.70658917
648,16.25050005
648,16.25050005
668,16.1277852
668,14.28082881
243,14.28082881
591,17.46578329
591,17.46578329
509,14.70658917
509,18.28442446
878,18.28442446
878,18.98095238
521,11.46105241
415,11.46105241
415,27.71739726
615,17.86016461
615,17.86016461
728,14.57111278
489,19.55592992
489,19.55592992
566,18.98095238
728,20.03275414
621,20.03275414
621,11.87708511
116,11.87708511
116,27.71739726
698,9.821063602
774,16.44603387
774,16.44603387
795,14.32727273
867,14.32727273
867,13.34585574
397,13.34585574
397,19.8512881
795,19.8512881
808,14.45691167
430,17.97638298
430,14.45691167
478,14.2407472
808,18.9546229
396,18.9546229
396,17.54153885
478,17.54153885
512,14.2407472
512,11.75341772
527,11.75341772
527,11.75341772
645,18.22172868
645,16.12958941
565,12.87577579
565,16.49375145
542,16.49375145
731,17.1941989
731,15.41214023
542,16.87145427
475,16.87145427
475,14.09234528
218,17.1941989
697,18.22172868
697,11.96077305
561,11.96077305
561,14.03760684
218,14.82593646
652,14.82593646
652,19.44140869
578,19.44140869
485,19.57838009
485,19.57838009
445,18.75424638
445,18.01415385
578,25.62895238
552,18.75424638
552,14.50524775
740,14.50524775
740,14.51588467
735,14.51588467
735,15.04529288
690,15.4813514
538,15.4813514
538,17.83689555
219,17.83689555
199,25.62895238
690,16.75665689
684,16.75665689
684,15.04529288
551,12.72285415
551,12.72285415
199,14.71947368
381,14.71947368
381,17.26427646
673,17.26427646
467,18.21162207
642,17.97638298
642,18.21162207
597,15.62555219
597,15.32626827
673,15.32626827
271,13.54341482
271,13.54341482
591,9.835867769
591,12.81475182
655,12.81475182
655,15.39780462
511,15.58991126
511,15.39780462
868,9.835867769
868,14.31741516
644,14.31741516
499,16.94299637
499,16.94299637
631,7.767861377
644,7.767861377
453,16.32367229
453,16.32367229
631,15.58991126
500,13.85553431
500,12.85583333
280,12.85583333
658,14.75808143
658,14.75808143
613,18.7601408
613,18.7601408
280,13.85553431
312,10.49951724
312,10.49951724
521,16.28296955
546,15.40042553
546,16.28963636
576,16.28963636
576,15.85197227
761,15.85197227
761,17.69159329
239,15.40042553
239,13.94353875
618,13.94353875
531,17.69159329
531,16.28296955
437,12.33847212
575,12.33847212
575,17.49304348
626,17.49304348
626,16.09801
504,16.09801
504,14.07188034
526,14.07188034
755,14.99783224
755,15.69338556
378,14.44482677
526,15.69338556
501,17.13711812
501,14.99783224
378,18.18000794
312,18.18000794
312,17.42640237
744,17.13711812
450,15.75234935
450,15.75234935
593,15.54726302
744,15.73170889
624,17.42640237
624,14.27871795
358,19.34723512
593,19.34723512
466,15.54726302
311,14.72004505
311,12.71910553
358,12.71910553
570,15.80787588
570,16.60244136
446,18.18000794
446,16.60244136
681,16.32918814
681,16.32918814
276,18.74163688
276,18.74163688
572,15.80787588
572,16.79117172
694,17.00240555
694,14.327754
1070,17.2355874
1070,16.51257786
611,18.18000794
611,17.2355874
618,19.56611111
618,19.56611111
156,21.46290179
627,21.46290179
627,15.52575157
383,14.327754
383,14.84166667
450,15.52575157
450,19.64573333
689,11.87708511
559,19.64573333
559,19.66706037
639,19.66706037
689,19.38548597
493,19.38548597
493,14.20072485
607,14.84166667
639,12.71910553
722,12.71910553
722,12.87577579
452,11.87708511
607,14.20072485
565,13.84218197
565,13.84218197
510,15.41214023
510,16.73912698
543,16.73912698
452,15.2451583
707,14.16274794
707,13.84233683
956,13.84233683
543,14.44482677
120,19.78451536
120,15.20593803
676,15.20593803
676,19.78451536
956,17.2355874
635,17.2355874
502,14.27915314
502,14.27915314
204,12.91197064
223,12.91197064
635,16.24355708
475,15.2451583
475,14.968286
223,14.968286
633,13.97528986
633,17.14913534
613,17.14913534
761,15.1039654
761,15.1039654
300,13.97528986
300,14.45429401
613,16.24355708
456,14.45429401
456,17.60213424
524,17.60213424
524,14.15891051
618,14.15891051
461,18.70527168
461,18.70527168
437,15.79428082
442,15.90510526
635,15.90510526
281,14.5824718
624,15.7645625
624,15.79428082
697,17.44336879
273,17.44336879
273,15.81186365
289,15.7645625
228,14.60694064
785,14.60694064
785,13.0132801
647,13.0132801
647,14.5824718
296,15.81186365
296,15.56763946
420,13.18796784
420,13.18796784
249,17.62334642
249,17.62334642
621,15.56763946
319,15.30901455
319,15.30901455
155,20.23371233
155,26.09044776
540,20.23371233
621,15.07106221
790,15.07106221
790,13.329
400,15.59834831
400,14.56672452
540,14.56672452
512,16.65705426
512,16.65705426
689,15.59834831
689,26.09044776
677,15.82209073
677,15.82209073
79,17.46578329
79,17.46578329
129,11.96876471
617,11.96876471
617,14.41790055
709,14.41790055
709,14.64157895
615,15.94575853
129,16.51257786
655,22.25
655,15.94575853
647,14.63115301
647,14.64157895
589,15.31376984
589,15.31376984
615,17.2343219
398,17.2343219
398,14.63115301
461,17.21850575
461,17.21850575
405,22.25
405,16.34535404
670,16.34535404
670,19.55508137
597,19.55508137
597,14.01593973
642,14.01593973
642,13.69212255
369,19.76923921
461,19.76923921
461,15.11983333
829,14.65234619
829,15.11983333
369,18.21198494
505,18.21198494
505,13.69212255
285,14.70868217
285,14.70868217
760,17.98592672
760,17.43835456
583,17.43835456
583,13.38154248
815,15.34836237
285,13.38154248
285,13.53443373
399,17.98592672
399,14.71947368
815,14.71947368
453,15.32780769
523,13.53443373
366,16.26855556
366,16.26855556
616,15.32780769
523,14.99443635
677,14.85957478
677,14.85957478
616,14.16274794
126,15.58559971
126,15.58559971
554,12.05258592
433,12.05258592
433,14.46342979
374,15.41634525
554,15.41634525
494,14.99443635
494,14.84275601
360,12.03901572
374,16.79121005
378,14.84275601
378,10.98811582
753,10.98811582
753,12.45258094
360,16.79121005
248,12.70910959
530,12.70910959
530,18.33680206
413,16.8896569
437,16.23663851
437,16.23663851
357,18.59939302
357,18.59939302
413,16.8896569
472,14.53792632
454,14.53792632
473,12.25881619
454,15.46875405
454,18.33680206
754,15.46875405
754,15.28741892
281,15.28741892
289,14.63398499
350,14.63398499
350,10.65776818
223,10.65776818
223,13.33314818
223,14.09038352
568,14.09038352
455,13.06563905
349,9.404423077
382,9.404423077
382,13.33314818
576,11.25210592
349,11.25210592
429,16.88054745
429,16.88054745
355,16.53026559
576,17.20709794
64,17.20709794
204,14.12120264
204,18.20438967
223,18.20438967
131,16.53026559
131,15.55634532
546,15.55634532
582,15.16542595
582,15.16542595
182,12.32316683
546,12.32316683
494,15.1950912
494,17.7441604
497,14.12120264
497,18.08133866
563,18.08133866
563,16.56070832
510,16.56070832
510,12.5411194
395,15.1950912
195,13.28199973
195,13.28199973
494,17.84172872
494,12.5411194
395,21.47198548
402,12.98982143
402,12.98982143
727,17.59944272
691,17.59944272
691,12.17246835
244,17.84172872
244,12.99858532
727,12.99858532
466,12.17246835
466,15.9335553
454,15.65803922
677,15.9335553
677,14.73279518
534,17.51184385
534,17.51184385
101,15.03859467
454,14.73279518
477,17.95904624
477,17.95904624
101,16.80489796
331,16.80489796
331,15.51265325
226,15.03859467
384,14.66607789
384,14.66607789
128,18.51793841
128,18.51793841
346,14.95198157
226,14.95198157
594,14.61626034
594,16.96434783
293,16.96434783
293,15.51265325
346,14.57267742
615,14.61626034
615,16.03540731
107,16.03540731
107,14.73672746
765,14.73672746
765,14.57267742
215,16.30186465
684,16.30186465
684,14.17617371
166,16.15164455
166,17.98538613
274,17.98538613
274,16.44841576
219,16.44841576
318,14.17617371
318,14.30960784
176,14.30960784
219,15.98526306
255,15.98526306
255,11.96737543
284,15.65803922
176,11.96737543
506,12.3725641
506,12.3725641
516,12.49970895
55,12.49970895
284,14.46342979
174,15.4693609
562,15.4693609
562,12.03901572
115,12.45258094
55,16.87482839
521,13.76435821
521,13.76435821
136,15.05004769
136,15.05004769
349,14.87916031
115,13.32572568
630,13.32572568
630,16.33988372
574,16.33988372
574,15.66713322
349,19.48606481
502,12.41762116
502,12.41762116
250,14.96147416
594,14.96147416
594,15.59992266
580,15.59992266
580,14.06045945
194,15.86475915
194,15.86475915
177,15.52959752
472,19.48606481
359,15.52959752
359,14.87916031
159,16.9886152
159,16.9886152
644,13.44173362
644,13.44173362
521,15.37152204
521,15.37152204
581,16.45306489
581,16.45306489
189,17.48649277
189,15.72420155
164,14.52513445
413,14.52513445
327,21.93975886
327,12.96881875
217,12.96881875
217,13.52069987
164,21.93975886
470,22.31378632
470,22.31378632
457,13.52069987
737,15.72420155
737,13.73664615
162,13.73664615
162,16.41415706
444,16.41415706
355,15.11924789
545,15.11924789
545,15.14249433
444,15.14249433
630,18.00257296
630,18.00257296
176,16.15164455
176,15.7178645
501,15.13718874
501,15.13718874
598,15.54453471
598,15.54453471
506,15.7178645
506,17.8235476
567,17.8235476
341,12.24071429
760,12.24071429
760,13.51925087
673,17.44909551
341,17.44909551
602,16.24067669
602,16.24067669
673,11.49013387
384,11.49013387
384,11.45842905
377,11.45842905
377,16.69268835
345,16.69268835
345,13.51925087
771,12.35522727
771,12.35522727
226,11.35444015
226,11.35444015
237,11.76176389
237,11.76176389
563,14.81911197
563,17.05570306
423,17.05570306
720,19.1690855
555,16.84576478
606,19.1690855
606,14.81911197
458,11.71674877
555,11.71674877
594,14.61869671
594,17.32503277
404,17.32503277
458,15.40648876
387,14.61869671
387,13.46175046
404,16.84576478
625,13.46175046
625,14.04835117
618,14.04835117
231,19.21375
231,15.40648876
428,17.99694617
163,17.99694617
618,18.35392157
531,20.0196645
179,20.0196645
179,15.02947717
180,16.49180633
180,16.49180633
179,17.31061224
179,18.35392157
315,17.31515419
531,17.31515419
480,15.98027778
255,17.31061224
314,18.96317528
314,18.96317528
708,14.78816984
255,23.18673224
584,23.18673224
584,15.98027778
625,16.21115908
708,16.21115908
353,11.60955874
353,16.70425242
625,16.70425242
349,13.72396548
349,13.72396548
628,14.78816984
628,11.60955874
946,16.73182422
946,16.73182422
880,11.11737388
880,15.557493
223,15.557493
223,19.04318791
284,19.04318791
284,11.11737388
485,19.89964626
485,17.48649277
747,13.87294521
747,19.89964626
886,16.18962406
886,16.18962406
275,14.31179013
584,14.31179013
610,17.09768072
610,17.21015302
413,17.21015302
457,13.74360636
323,13.74360636
288,15.02947717
288,19.95059455
577,16.98713287
238,16.98713287
238,16.77625744
368,19.95059455
368,16.11349545
521,16.11349545
665,14.53602871
665,14.53602871
536,14.06045945
536,13.15
136,14.74637895
136,14.74637895
214,14.55858639
214,18.51650526
456,18.51650526
353,16.39073861
353,16.39073861
428,14.55858639
428,17.18794798
583,15.90714832
669,16.0465819
669,15.90714832
513,14.09680713
155,17.18794798
155,16.43290135
410,16.43290135
486,14.09680713
486,14.18832482
290,14.18832482
410,14.12929215
783,14.12929215
783,16.0465819
817,14.07657494
817,14.07657494
512,14.36070035
476,14.36070035
692,13.84488695
598,15.51965586
598,15.51965586
893,13.84488695
222,13.88956475
692,13.88956475
692,14.41159664
623,13.34585574
623,18.37489745
446,18.37489745
222,17.2106573
519,17.2106573
947,13.34585574
947,14.23406761
483,14.23406761
483,14.01493209
483,15.55510023
706,14.41159664
706,15.55510023
327,15.11877914
327,15.11877914
303,14.01493209
303,15.89603364
517,15.89603364
517,17.18972222
521,17.18972222
533,17.12346154
533,17.12346154
121,13.87294521
121,14.57176398
521,14.51060986
508,14.51060986
508,16.18541202
163,17.89971698
163,14.57176398
384,18.0787415
201,18.0787415
201,17.2343219
366,17.2343219
366,27.23892226
524,17.89971698
524,15.78429281
605,15.78429281
408,20.41561573
408,15.1996347
227,19.5724896
227,19.5724896
177,20.37962355
605,20.37962355
568,20.41561573
568,27.23892226
177,15.99096721
234,15.99096721
234,18.84325229
168,18.84325229
306,17.069502
478,17.069502
769,17.62230792
769,17.62230792
675,16.35789056
306,16.35789056
378,10.58064972
386,13.60083333
386,14.95138095
675,14.33308058
592,14.33308058
592,13.40000137
449,14.95138095
215,16.82098522
215,16.82098522
333,13.40000137
333,14.05949345
284,14.05949345
449,13.60083333
367,13.70872137
580,14.23104167
284,14.23104167
421,16.45384145
421,16.45384145
201,13.70872137
580,14.81758621
509,14.81758621
509,17.09768072
547,14.45122449
547,17.21553571
444,14.45122449
201,15.54474745
725,15.54474745
725,16.37113246
203,16.37113246
577,15.02619835
444,15.02619835
469,16.67188974
469,15.59372847
521,15.59372847
588,17.21553571
404,16.38283669
404,15.46219988
435,15.46219988
435,15.04357634
616,15.04357634
616,15.91168455
704,15.91168455
704,15.31395856
456,16.70029231
170,16.70029231
170,18.85943662
277,16.02391218
277,15.31395856
124,15.31663265
124,15.31663265
633,16.02391218
633,12.7879109
326,12.7879109
326,16.19649065
242,17.08235632
242,17.08235632
655,18.85943662
655,17.07951068
587,16.19649065
456,16.16369585
456,16.16369585
616,13.35578662
610,17.07951068
587,10.80769582
635,14.71035759
635,14.71035759
95,13.35578662
95,14.00608863
415,15.98684729
415,15.98684729
610,13.38759429
772,13.38759429
772,13.83022673
447,13.83022673
481,15.5979917
481,15.5979917
567,18.82484848
567,18.82484848
500,14.00608863
425,15.09968894
425,15.09968894
523,13.49247619
523,13.49247619
451,16.9784898
351,16.9784898
532,16.85206897
532,16.85206897
507,11.2366617
507,15.78547076
507,16.15021115
377,15.78547076
435,12.99542688
472,12.99542688
463,14.55986434
500,14.55986434
429,14.92832278
429,15.25659341
229,15.25659341
452,18.22263753
569,14.92832278
277,16.15021115
223,16.72426074
453,16.72426074
453,24.65283337
453,18.22263753
182,14.08014938
182,14.08014938
611,13.99235225
611,24.65283337
611,17.21216387
615,17.21216387
